template,option_a,option_b,prompt,score_a,score_b
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
What is your preference?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Which option do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Between them, which do you favor?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
option 1 or 2?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Indicate your preference.
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you like more?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Which do you like more?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you like more?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Which do you like more?
Answer: ",,
