,template,option_a,option_b,prompt,score_a,score_b
35,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-10.375,-3.123283386230469e-05
36,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-0.0009403228759765625,-6.96875
37,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-3.95703125,-0.0193023681640625
38,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-0.004207611083984375,-5.47265625
39,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-1.9073486328125e-06,-13.15625
40,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
What is your preference?
Answer: ",-0.0003571510314941406,-7.9375
41,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
What is your preference?
Answer: ",-0.0010995864868164062,-6.8125
42,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
What is your preference?
Answer: ",-2.014636993408203e-05,-10.8125
43,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
What is your preference?
Answer: ",-7.875,-0.0003800392150878906
44,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
What is your preference?
Answer: ",-1.3113021850585938e-06,-13.53125
45,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
What is your preference?
Answer: ",-0.00017404556274414062,-8.65625
46,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
What is your preference?
Answer: ",-9.5367431640625e-07,-13.8125
47,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
What is your preference?
Answer: ",-4.8515625,-0.007843017578125
48,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
What is your preference?
Answer: ",-1.1920928955078125e-07,-16.5625
49,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
What is your preference?
Answer: ",-1.52587890625e-05,-11.09375
50,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
What is your preference?
Answer: ",-1.1920928955078125e-07,-15.625
51,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
What is your preference?
Answer: ",-0.00010895729064941406,-9.125
52,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
What is your preference?
Answer: ",-0.826171875,-0.576171875
53,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
What is your preference?
Answer: ",-0.1796875,-1.8046875
54,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
What is your preference?
Answer: ",-7.40625,-0.0006074905395507812
55,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
What is your preference?
Answer: ",-6.71875,-0.0012073516845703125
56,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
What is your preference?
Answer: ",-0.0013256072998046875,-6.625
57,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
What is your preference?
Answer: ",-6.5,-0.0015020370483398438
58,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
What is your preference?
Answer: ",-0.0005884170532226562,-7.4375
59,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
What is your preference?
Answer: ",-7.987022399902344e-06,-11.734375
60,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Which option do you prefer?
Answer: ",-0.0010013580322265625,-6.90625
61,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Which option do you prefer?
Answer: ",-0.0033817291259765625,-5.69140625
62,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Which option do you prefer?
Answer: ",-4.5418739318847656e-05,-10.0
63,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Which option do you prefer?
Answer: ",-10.625,-2.4318695068359375e-05
64,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Which option do you prefer?
Answer: ",-8.344650268554688e-07,-14.046875
65,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Which option do you prefer?
Answer: ",-0.00015842914581298828,-8.75
66,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Which option do you prefer?
Answer: ",-1.0728836059570312e-06,-13.703125
67,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Which option do you prefer?
Answer: ",-6.34375,-0.0017566680908203125
68,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Which option do you prefer?
Answer: ",0.0,-17.25
69,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Which option do you prefer?
Answer: ",-5.602836608886719e-06,-12.09375
70,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
Which option do you prefer?
Answer: ",-1.1920928955078125e-07,-16.09375
71,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Which option do you prefer?
Answer: ",-5.650520324707031e-05,-9.78125
72,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Which option do you prefer?
Answer: ",-0.6328125,-0.7578125
73,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Which option do you prefer?
Answer: ",-0.72509765625,-0.66259765625
74,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Which option do you prefer?
Answer: ",-8.375,-0.00023055076599121094
75,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Which option do you prefer?
Answer: ",-8.28125,-0.0002532005310058594
76,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Which option do you prefer?
Answer: ",-0.00205230712890625,-6.19140625
77,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Which option do you prefer?
Answer: ",-5.94140625,-0.002635955810546875
78,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Which option do you prefer?
Answer: ",-0.000732421875,-7.21875
79,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Which option do you prefer?
Answer: ",-9.5367431640625e-06,-11.5625
80,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Between them, which do you favor?
Answer: ",-0.00447845458984375,-5.41015625
81,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Between them, which do you favor?
Answer: ",-0.004077911376953125,-5.50390625
82,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Between them, which do you favor?
Answer: ",-7.033348083496094e-05,-9.5625
83,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Between them, which do you favor?
Answer: ",-10.625,-2.4318695068359375e-05
84,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Between them, which do you favor?
Answer: ",-6.020069122314453e-05,-9.71875
85,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Between them, which do you favor?
Answer: ",-0.0028934478759765625,-5.84765625
86,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Between them, which do you favor?
Answer: ",-2.5033950805664062e-06,-12.90625
87,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Between them, which do you favor?
Answer: ",-7.4375,-0.0005884170532226562
88,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Between them, which do you favor?
Answer: ",-2.384185791015625e-07,-15.09375
89,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Between them, which do you favor?
Answer: ",-0.00714874267578125,-4.9453125
90,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
Between them, which do you favor?
Answer: ",-3.5762786865234375e-07,-14.84375
91,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Between them, which do you favor?
Answer: ",-0.00630950927734375,-5.0703125
92,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Between them, which do you favor?
Answer: ",-4.109375,-0.01654052734375
93,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Between them, which do you favor?
Answer: ",-4.234375,-0.01461029052734375
94,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Between them, which do you favor?
Answer: ",-10.28125,-3.421306610107422e-05
95,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Between them, which do you favor?
Answer: ",-11.109375,-1.5020370483398438e-05
96,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Between them, which do you favor?
Answer: ",-0.0516357421875,-2.98828125
97,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Between them, which do you favor?
Answer: ",-9.46875,-7.724761962890625e-05
98,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Between them, which do you favor?
Answer: ",-0.00760650634765625,-4.8828125
99,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Between them, which do you favor?
Answer: ",-3.826618194580078e-05,-10.171875
100,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
option 1 or 2?
Answer: ",-3.814697265625e-06,-12.484375
101,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
option 1 or 2?
Answer: ",-1.1920928955078125e-06,-13.6875
102,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
option 1 or 2?
Answer: ",-4.76837158203125e-07,-14.578125
103,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
option 1 or 2?
Answer: ",-7.724761962890625e-05,-9.46875
104,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
option 1 or 2?
Answer: ",-3.5762786865234375e-07,-14.890625
105,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
option 1 or 2?
Answer: ",-1.1920928955078125e-06,-13.65625
106,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
option 1 or 2?
Answer: ",-1.1920928955078125e-07,-15.953125
107,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
option 1 or 2?
Answer: ",-4.00543212890625e-05,-10.125
108,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
option 1 or 2?
Answer: ",0.0,-17.375
109,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
option 1 or 2?
Answer: ",-2.384185791015625e-07,-15.109375
110,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
option 1 or 2?
Answer: ",0.0,-17.53125
111,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
option 1 or 2?
Answer: ",-2.384185791015625e-07,-15.046875
112,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
option 1 or 2?
Answer: ",-1.9073486328125e-06,-13.15625
113,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
option 1 or 2?
Answer: ",-1.0728836059570312e-06,-13.765625
114,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
option 1 or 2?
Answer: ",-9.5367431640625e-06,-11.5625
115,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
option 1 or 2?
Answer: ",-1.2755393981933594e-05,-11.265625
116,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
option 1 or 2?
Answer: ",-2.384185791015625e-07,-15.46875
117,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
option 1 or 2?
Answer: ",-3.933906555175781e-06,-12.453125
118,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
option 1 or 2?
Answer: ",-1.1920928955078125e-07,-15.640625
119,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
option 1 or 2?
Answer: ",-1.1920928955078125e-07,-16.484375
120,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Indicate your preference.
Answer: ",-0.0007100105285644531,-7.25
121,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Indicate your preference.
Answer: ",-0.0008563995361328125,-7.0625
122,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Indicate your preference.
Answer: ",-1.621246337890625e-05,-11.03125
123,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Indicate your preference.
Answer: ",-8.40625,-0.00022351741790771484
124,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Indicate your preference.
Answer: ",-2.0265579223632812e-06,-13.125
125,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Indicate your preference.
Answer: ",-9.918212890625e-05,-9.21875
126,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Indicate your preference.
Answer: ",-4.76837158203125e-07,-14.46875
127,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Indicate your preference.
Answer: ",-5.1328125,-0.00592803955078125
