template,option_a,option_b,prompt,score_a,score_b
Do you prefer {A} or {B}?,Steak,Salad,Do you prefer Steak or Salad?,-3.5762786865234375e-06,-0.0002675056457519531
Do you prefer {A} or {B}?,Steak,Tacos,Do you prefer Steak or Tacos?,-0.0034427642822265625,-4.112720489501953e-05
Do you prefer {A} or {B}?,Tacos,Pizza,Do you prefer Tacos or Pizza?,-5.412101745605469e-05,-8.03125
Do you prefer {A} or {B}?,Tacos,Sushi,Do you prefer Tacos or Sushi?,-4.1961669921875e-05,-1.1920928955078125e-06
Do you prefer {A} or {B}?,Tacos,Burger,Do you prefer Tacos or Burger?,-0.0010328292846679688,-0.00010657310485839844
Do you prefer {A} or {B}?,Tacos,Pasta,Do you prefer Tacos or Pasta?,-6.54458999633789e-05,-4.184246063232422e-05
Do you prefer {A} or {B}?,Tacos,Salad,Do you prefer Tacos or Salad?,-5.9604644775390625e-05,-1.1563301086425781e-05
Do you prefer {A} or {B}?,Tacos,Steak,Do you prefer Tacos or Steak?,-9.107589721679688e-05,-2.0265579223632812e-05
{A} vs. {B}: What is your preference?,Pizza,Sushi,Pizza vs. Sushi: What is your preference?,-0.00042438507080078125,-6.115436553955078e-05
{A} vs. {B}: What is your preference?,Pizza,Burger,Pizza vs. Burger: What is your preference?,-0.0016984939575195312,-5.4717063903808594e-05
{A} vs. {B}: What is your preference?,Pizza,Pasta,Pizza vs. Pasta: What is your preference?,-0.041046142578125,-0.019683837890625
{A} vs. {B}: What is your preference?,Pizza,Salad,Pizza vs. Salad: What is your preference?,-0.00047469139099121094,-1.7404556274414062e-05
{A} vs. {B}: What is your preference?,Pizza,Steak,Pizza vs. Steak: What is your preference?,-0.00943756103515625,-1.2278556823730469e-05
{A} vs. {B}: What is your preference?,Pizza,Tacos,Pizza vs. Tacos: What is your preference?,-0.0762939453125,-2.8848648071289062e-05
{A} vs. {B}: What is your preference?,Sushi,Pizza,Sushi vs. Pizza: What is your preference?,-3.814697265625e-06,-7.421875
{A} vs. {B}: What is your preference?,Sushi,Burger,Sushi vs. Burger: What is your preference?,-3.0994415283203125e-06,-7.987022399902344e-06
{A} vs. {B}: What is your preference?,Sushi,Pasta,Sushi vs. Pasta: What is your preference?,-1.1801719665527344e-05,-0.00018155574798583984
{A} vs. {B}: What is your preference?,Sushi,Salad,Sushi vs. Salad: What is your preference?,-6.318092346191406e-06,-7.867813110351562e-06
{A} vs. {B}: What is your preference?,Sushi,Steak,Sushi vs. Steak: What is your preference?,-6.4373016357421875e-06,-4.649162292480469e-06
{A} vs. {B}: What is your preference?,Sushi,Tacos,Sushi vs. Tacos: What is your preference?,-6.198883056640625e-06,-2.562999725341797e-05
{A} vs. {B}: What is your preference?,Burger,Pizza,Burger vs. Pizza: What is your preference?,-5.4836273193359375e-06,-5.31640625
{A} vs. {B}: What is your preference?,Burger,Sushi,Burger vs. Sushi: What is your preference?,-1.0013580322265625e-05,-7.867813110351562e-06
{A} vs. {B}: What is your preference?,Burger,Pasta,Burger vs. Pasta: What is your preference?,-6.67572021484375e-06,-8.559226989746094e-05
{A} vs. {B}: What is your preference?,Burger,Salad,Burger vs. Salad: What is your preference?,-4.649162292480469e-06,-8.344650268554688e-06
{A} vs. {B}: What is your preference?,Burger,Steak,Burger vs. Steak: What is your preference?,-4.9114227294921875e-05,-2.777576446533203e-05
{A} vs. {B}: What is your preference?,Burger,Tacos,Burger vs. Tacos: What is your preference?,-0.00229644775390625,-4.410743713378906e-05
{A} vs. {B}: What is your preference?,Pasta,Pizza,Pasta vs. Pizza: What is your preference?,-0.00017750263214111328,-7.015625
{A} vs. {B}: What is your preference?,Pasta,Sushi,Pasta vs. Sushi: What is your preference?,-3.337860107421875e-06,-5.1140785217285156e-05
{A} vs. {B}: What is your preference?,Pasta,Burger,Pasta vs. Burger: What is your preference?,-4.291534423828125e-06,-4.0411949157714844e-05
{A} vs. {B}: What is your preference?,Pasta,Salad,Pasta vs. Salad: What is your preference?,-5.960464477539062e-07,-1.9788742065429688e-05
{A} vs. {B}: What is your preference?,Pasta,Steak,Pasta vs. Steak: What is your preference?,-1.2755393981933594e-05,-2.6226043701171875e-06
{A} vs. {B}: What is your preference?,Pasta,Tacos,Pasta vs. Tacos: What is your preference?,-8.106231689453125e-06,-2.682209014892578e-05
{A} vs. {B}: What is your preference?,Salad,Pizza,Salad vs. Pizza: What is your preference?,-1.0728836059570312e-06,-2.607421875
{A} vs. {B}: What is your preference?,Salad,Sushi,Salad vs. Sushi: What is your preference?,-2.1457672119140625e-06,-0.00011169910430908203
{A} vs. {B}: What is your preference?,Salad,Burger,Salad vs. Burger: What is your preference?,-1.0728836059570312e-06,-6.079673767089844e-06
{A} vs. {B}: What is your preference?,Salad,Pasta,Salad vs. Pasta: What is your preference?,-3.2186508178710938e-06,-4.0531158447265625e-06
{A} vs. {B}: What is your preference?,Salad,Steak,Salad vs. Steak: What is your preference?,-1.2278556823730469e-05,-9.5367431640625e-07
{A} vs. {B}: What is your preference?,Salad,Tacos,Salad vs. Tacos: What is your preference?,-1.2159347534179688e-05,-2.2530555725097656e-05
{A} vs. {B}: What is your preference?,Steak,Pizza,Steak vs. Pizza: What is your preference?,-1.9073486328125e-06,-3.95703125
{A} vs. {B}: What is your preference?,Steak,Sushi,Steak vs. Sushi: What is your preference?,-1.1920928955078125e-06,-7.069110870361328e-05
{A} vs. {B}: What is your preference?,Steak,Burger,Steak vs. Burger: What is your preference?,-6.67572021484375e-06,-0.00013756752014160156
{A} vs. {B}: What is your preference?,Steak,Pasta,Steak vs. Pasta: What is your preference?,-5.960464477539062e-07,-7.140636444091797e-05
{A} vs. {B}: What is your preference?,Steak,Salad,Steak vs. Salad: What is your preference?,-1.1920928955078125e-07,-1.9550323486328125e-05
{A} vs. {B}: What is your preference?,Steak,Tacos,Steak vs. Tacos: What is your preference?,-0.00043845176696777344,-2.765655517578125e-05
{A} vs. {B}: What is your preference?,Tacos,Pizza,Tacos vs. Pizza: What is your preference?,-4.1961669921875e-05,-10.140625
{A} vs. {B}: What is your preference?,Tacos,Sushi,Tacos vs. Sushi: What is your preference?,-4.5180320739746094e-05,-3.7789344787597656e-05
{A} vs. {B}: What is your preference?,Tacos,Burger,Tacos vs. Burger: What is your preference?,-0.0011348724365234375,-0.01165008544921875
{A} vs. {B}: What is your preference?,Tacos,Pasta,Tacos vs. Pasta: What is your preference?,-2.586841583251953e-05,-0.00830841064453125
{A} vs. {B}: What is your preference?,Tacos,Salad,Tacos vs. Salad: What is your preference?,-2.5033950805664062e-05,-0.0010223388671875
{A} vs. {B}: What is your preference?,Tacos,Steak,Tacos vs. Steak: What is your preference?,-2.276897430419922e-05,-0.0018482208251953125
Which option do you prefer: {A} or {B}?,Pizza,Sushi,Which option do you prefer: Pizza or Sushi?,-0.0022258758544921875,-3.0994415283203125e-06
Which option do you prefer: {A} or {B}?,Pizza,Burger,Which option do you prefer: Pizza or Burger?,-0.0010995864868164062,-5.0067901611328125e-06
Which option do you prefer: {A} or {B}?,Pizza,Pasta,Which option do you prefer: Pizza or Pasta?,-0.00794219970703125,-0.01702880859375
Which option do you prefer: {A} or {B}?,Pizza,Salad,Which option do you prefer: Pizza or Salad?,-0.0008592605590820312,-9.655952453613281e-06
Which option do you prefer: {A} or {B}?,Pizza,Steak,Which option do you prefer: Pizza or Steak?,-0.0517578125,-1.0967254638671875e-05
Which option do you prefer: {A} or {B}?,Pizza,Tacos,Which option do you prefer: Pizza or Tacos?,-0.08831787109375,-3.0875205993652344e-05
Which option do you prefer: {A} or {B}?,Sushi,Pizza,Which option do you prefer: Sushi or Pizza?,-1.430511474609375e-06,-5.0234375
Which option do you prefer: {A} or {B}?,Sushi,Burger,Which option do you prefer: Sushi or Burger?,-1.3113021850585938e-06,-1.430511474609375e-06
Which option do you prefer: {A} or {B}?,Sushi,Pasta,Which option do you prefer: Sushi or Pasta?,-5.602836608886719e-06,-3.361701965332031e-05
Which option do you prefer: {A} or {B}?,Sushi,Salad,Which option do you prefer: Sushi or Salad?,-5.841255187988281e-06,-1.52587890625e-05
Which option do you prefer: {A} or {B}?,Sushi,Steak,Which option do you prefer: Sushi or Steak?,-3.814697265625e-06,-6.198883056640625e-06
Which option do you prefer: {A} or {B}?,Sushi,Tacos,Which option do you prefer: Sushi or Tacos?,-2.6226043701171875e-06,-1.1444091796875e-05
Which option do you prefer: {A} or {B}?,Burger,Pizza,Which option do you prefer: Burger or Pizza?,-3.4570693969726562e-06,-5.39453125
Which option do you prefer: {A} or {B}?,Burger,Sushi,Which option do you prefer: Burger or Sushi?,-5.245208740234375e-06,-1.7881393432617188e-06
Which option do you prefer: {A} or {B}?,Burger,Pasta,Which option do you prefer: Burger or Pasta?,-4.649162292480469e-06,-1.1801719665527344e-05
Which option do you prefer: {A} or {B}?,Burger,Salad,Which option do you prefer: Burger or Salad?,-4.172325134277344e-06,-6.4373016357421875e-06
Which option do you prefer: {A} or {B}?,Burger,Steak,Which option do you prefer: Burger or Steak?,-1.728534698486328e-05,-4.851818084716797e-05
Which option do you prefer: {A} or {B}?,Burger,Tacos,Which option do you prefer: Burger or Tacos?,-0.00011718273162841797,-6.222724914550781e-05
Which option do you prefer: {A} or {B}?,Pasta,Pizza,Which option do you prefer: Pasta or Pizza?,-0.0004489421844482422,-5.42578125
Which option do you prefer: {A} or {B}?,Pasta,Sushi,Which option do you prefer: Pasta or Sushi?,-1.1682510375976562e-05,-2.6226043701171875e-06
Which option do you prefer: {A} or {B}?,Pasta,Burger,Which option do you prefer: Pasta or Burger?,-1.5020370483398438e-05,-8.58306884765625e-06
Which option do you prefer: {A} or {B}?,Pasta,Salad,Which option do you prefer: Pasta or Salad?,-5.960464477539062e-07,-9.298324584960938e-06
Which option do you prefer: {A} or {B}?,Pasta,Steak,Which option do you prefer: Pasta or Steak?,-2.6464462280273438e-05,-4.76837158203125e-06
Which option do you prefer: {A} or {B}?,Pasta,Tacos,Which option do you prefer: Pasta or Tacos?,-7.712841033935547e-05,-1.609325408935547e-05
Which option do you prefer: {A} or {B}?,Salad,Pizza,Which option do you prefer: Salad or Pizza?,-4.5299530029296875e-06,-2.349609375
Which option do you prefer: {A} or {B}?,Salad,Sushi,Which option do you prefer: Salad or Sushi?,-2.1576881408691406e-05,-2.2292137145996094e-05
Which option do you prefer: {A} or {B}?,Salad,Burger,Which option do you prefer: Salad or Burger?,-4.410743713378906e-06,-5.125999450683594e-06
Which option do you prefer: {A} or {B}?,Salad,Pasta,Which option do you prefer: Salad or Pasta?,-2.4318695068359375e-05,-2.7418136596679688e-06
Which option do you prefer: {A} or {B}?,Salad,Steak,Which option do you prefer: Salad or Steak?,-8.606910705566406e-05,-2.2649765014648438e-06
Which option do you prefer: {A} or {B}?,Salad,Tacos,Which option do you prefer: Salad or Tacos?,-6.556510925292969e-06,-2.205371856689453e-05
Which option do you prefer: {A} or {B}?,Steak,Pizza,Which option do you prefer: Steak or Pizza?,-0.0001251697540283203,-4.62109375
Which option do you prefer: {A} or {B}?,Steak,Sushi,Which option do you prefer: Steak or Sushi?,-1.0251998901367188e-05,-2.0265579223632812e-05
Which option do you prefer: {A} or {B}?,Steak,Burger,Which option do you prefer: Steak or Burger?,-3.790855407714844e-05,-1.704692840576172e-05
Which option do you prefer: {A} or {B}?,Steak,Pasta,Which option do you prefer: Steak or Pasta?,-0.00010943412780761719,-8.058547973632812e-05
Which option do you prefer: {A} or {B}?,Steak,Salad,Which option do you prefer: Steak or Salad?,-1.2993812561035156e-05,-0.0007085800170898438
Which option do you prefer: {A} or {B}?,Steak,Tacos,Which option do you prefer: Steak or Tacos?,-0.0003819465637207031,-2.2530555725097656e-05
Which option do you prefer: {A} or {B}?,Tacos,Pizza,Which option do you prefer: Tacos or Pizza?,-1.5139579772949219e-05,-8.859375
Which option do you prefer: {A} or {B}?,Tacos,Sushi,Which option do you prefer: Tacos or Sushi?,-1.7404556274414062e-05,-9.5367431640625e-07
Which option do you prefer: {A} or {B}?,Tacos,Burger,Which option do you prefer: Tacos or Burger?,-0.00022017955780029297,-0.00010418891906738281
Which option do you prefer: {A} or {B}?,Tacos,Pasta,Which option do you prefer: Tacos or Pasta?,-1.9073486328125e-05,-0.0002617835998535156
Which option do you prefer: {A} or {B}?,Tacos,Salad,Which option do you prefer: Tacos or Salad?,-1.6450881958007812e-05,-8.702278137207031e-06
Which option do you prefer: {A} or {B}?,Tacos,Steak,Which option do you prefer: Tacos or Steak?,-3.457069396972656e-05,-9.942054748535156e-05
"Between {A} and {B}, which do you favor?",Pizza,Sushi,"Between Pizza and Sushi, which do you favor?",-0.004627227783203125,-1.2993812561035156e-05
"Between {A} and {B}, which do you favor?",Pizza,Burger,"Between Pizza and Burger, which do you favor?",-0.002513885498046875,-1.1563301086425781e-05
"Between {A} and {B}, which do you favor?",Pizza,Pasta,"Between Pizza and Pasta, which do you favor?",-0.042877197265625,-0.0163116455078125
"Between {A} and {B}, which do you favor?",Pizza,Salad,"Between Pizza and Salad, which do you favor?",-0.0007562637329101562,-5.125999450683594e-06
"Between {A} and {B}, which do you favor?",Pizza,Steak,"Between Pizza and Steak, which do you favor?",-0.1566162109375,-6.449222564697266e-05
"Between {A} and {B}, which do you favor?",Pizza,Tacos,"Between Pizza and Tacos, which do you favor?",-0.2080078125,-3.361701965332031e-05
"Between {A} and {B}, which do you favor?",Sushi,Pizza,"Between Sushi and Pizza, which do you favor?",-1.5497207641601562e-06,-3.833984375
"Between {A} and {B}, which do you favor?",Sushi,Burger,"Between Sushi and Burger, which do you favor?",-9.5367431640625e-07,-3.0994415283203125e-06
"Between {A} and {B}, which do you favor?",Sushi,Pasta,"Between Sushi and Pasta, which do you favor?",-4.410743713378906e-06,-1.2636184692382812e-05
"Between {A} and {B}, which do you favor?",Sushi,Salad,"Between Sushi and Salad, which do you favor?",-2.1457672119140625e-06,-5.9604644775390625e-06
"Between {A} and {B}, which do you favor?",Sushi,Steak,"Between Sushi and Steak, which do you favor?",-2.9802322387695312e-06,-5.3048133850097656e-05
"Between {A} and {B}, which do you favor?",Sushi,Tacos,"Between Sushi and Tacos, which do you favor?",-2.5033950805664062e-06,-1.919269561767578e-05
"Between {A} and {B}, which do you favor?",Burger,Pizza,"Between Burger and Pizza, which do you favor?",-1.2040138244628906e-05,-5.19140625
"Between {A} and {B}, which do you favor?",Burger,Sushi,"Between Burger and Sushi, which do you favor?",-1.0728836059570312e-05,-2.86102294921875e-06
"Between {A} and {B}, which do you favor?",Burger,Pasta,"Between Burger and Pasta, which do you favor?",-1.71661376953125e-05,-4.410743713378906e-06
"Between {A} and {B}, which do you favor?",Burger,Salad,"Between Burger and Salad, which do you favor?",-1.633167266845703e-05,-2.384185791015625e-06
"Between {A} and {B}, which do you favor?",Burger,Steak,"Between Burger and Steak, which do you favor?",-6.556510925292969e-05,-0.00014138221740722656
"Between {A} and {B}, which do you favor?",Burger,Tacos,"Between Burger and Tacos, which do you favor?",-0.00017261505126953125,-1.9431114196777344e-05
"Between {A} and {B}, which do you favor?",Pasta,Pizza,"Between Pasta and Pizza, which do you favor?",-0.0018739700317382812,-4.8984375
"Between {A} and {B}, which do you favor?",Pasta,Sushi,"Between Pasta and Sushi, which do you favor?",-4.172325134277344e-06,-1.1444091796875e-05
"Between {A} and {B}, which do you favor?",Pasta,Burger,"Between Pasta and Burger, which do you favor?",-5.602836608886719e-06,-3.3855438232421875e-05
"Between {A} and {B}, which do you favor?",Pasta,Salad,"Between Pasta and Salad, which do you favor?",-9.5367431640625e-07,-1.0251998901367188e-05
"Between {A} and {B}, which do you favor?",Pasta,Steak,"Between Pasta and Steak, which do you favor?",-1.4543533325195312e-05,-8.225440979003906e-06
"Between {A} and {B}, which do you favor?",Pasta,Tacos,"Between Pasta and Tacos, which do you favor?",-2.944469451904297e-05,-1.9669532775878906e-05
"Between {A} and {B}, which do you favor?",Salad,Pizza,"Between Salad and Pizza, which do you favor?",-3.337860107421875e-06,-2.099609375
"Between {A} and {B}, which do you favor?",Salad,Sushi,"Between Salad and Sushi, which do you favor?",-2.7418136596679688e-06,-5.6862831115722656e-05
"Between {A} and {B}, which do you favor?",Salad,Burger,"Between Salad and Burger, which do you favor?",-5.960464477539062e-07,-6.198883056640625e-06
"Between {A} and {B}, which do you favor?",Salad,Pasta,"Between Salad and Pasta, which do you favor?",-2.6464462280273438e-05,-3.814697265625e-06
"Between {A} and {B}, which do you favor?",Salad,Steak,"Between Salad and Steak, which do you favor?",-6.079673767089844e-06,-1.049041748046875e-05
"Between {A} and {B}, which do you favor?",Salad,Tacos,"Between Salad and Tacos, which do you favor?",-1.9073486328125e-06,-1.4185905456542969e-05
"Between {A} and {B}, which do you favor?",Steak,Pizza,"Between Steak and Pizza, which do you favor?",-0.0002129077911376953,-4.58984375
"Between {A} and {B}, which do you favor?",Steak,Sushi,"Between Steak and Sushi, which do you favor?",-5.841255187988281e-06,-2.467632293701172e-05
"Between {A} and {B}, which do you favor?",Steak,Burger,"Between Steak and Burger, which do you favor?",-9.322166442871094e-05,-0.00015878677368164062
"Between {A} and {B}, which do you favor?",Steak,Pasta,"Between Steak and Pasta, which do you favor?",-0.00015294551849365234,-0.00011241436004638672
"Between {A} and {B}, which do you favor?",Steak,Salad,"Between Steak and Salad, which do you favor?",-3.123283386230469e-05,-6.568431854248047e-05
"Between {A} and {B}, which do you favor?",Steak,Tacos,"Between Steak and Tacos, which do you favor?",-0.000553131103515625,-2.872943878173828e-05
"Between {A} and {B}, which do you favor?",Tacos,Pizza,"Between Tacos and Pizza, which do you favor?",-2.2172927856445312e-05,-6.75
"Between {A} and {B}, which do you favor?",Tacos,Sushi,"Between Tacos and Sushi, which do you favor?",-3.0040740966796875e-05,-2.384185791015625e-06
