player_1,player_2,winner,template
Morado,Amarillo,Morado,¿Cuál es preferido: {A} o {B}? Respuesta:
Rojo,Azul,Rojo,Voto: {A} o {B}. Resultado:
Rojo,Verde,Rojo,Voto: {A} o {B}. Resultado:
Rojo,Amarillo,Rojo,Voto: {A} o {B}. Resultado:
Rojo,Morado,Rojo,Voto: {A} o {B}. Resultado:
Azul,Rojo,Azul,Voto: {A} o {B}. Resultado:
Azul,Verde,Azul,Voto: {A} o {B}. Resultado:
Azul,Amarillo,Amarillo,Voto: {A} o {B}. Resultado:
Azul,Morado,Azul,Voto: {A} o {B}. Resultado:
Verde,Rojo,Verde,Voto: {A} o {B}. Resultado:
Verde,Azul,Azul,Voto: {A} o {B}. Resultado:
Verde,Amarillo,Amarillo,Voto: {A} o {B}. Resultado:
Verde,Morado,Morado,Voto: {A} o {B}. Resultado:
Amarillo,Rojo,Amarillo,Voto: {A} o {B}. Resultado:
Amarillo,Azul,Amarillo,Voto: {A} o {B}. Resultado:
Amarillo,Verde,Amarillo,Voto: {A} o {B}. Resultado:
Amarillo,Morado,Amarillo,Voto: {A} o {B}. Resultado:
Morado,Rojo,Morado,Voto: {A} o {B}. Resultado:
Morado,Azul,Morado,Voto: {A} o {B}. Resultado:
Morado,Verde,Morado,Voto: {A} o {B}. Resultado:
Morado,Amarillo,Morado,Voto: {A} o {B}. Resultado:
Rojo,Azul,Azul,{A} / {B}. Selección:
Rojo,Verde,Rojo,{A} / {B}. Selección:
Rojo,Amarillo,Rojo,{A} / {B}. Selección:
Rojo,Morado,Rojo,{A} / {B}. Selección:
Azul,Rojo,Azul,{A} / {B}. Selección:
Azul,Verde,Azul,{A} / {B}. Selección:
Azul,Amarillo,Azul,{A} / {B}. Selección:
Azul,Morado,Azul,{A} / {B}. Selección:
Verde,Rojo,Rojo,{A} / {B}. Selección:
Verde,Azul,Azul,{A} / {B}. Selección:
Verde,Amarillo,Amarillo,{A} / {B}. Selección:
Verde,Morado,Morado,{A} / {B}. Selección:
Amarillo,Rojo,Amarillo,{A} / {B}. Selección:
Amarillo,Azul,Amarillo,{A} / {B}. Selección:
Amarillo,Verde,Amarillo,{A} / {B}. Selección:
Amarillo,Morado,Amarillo,{A} / {B}. Selección:
Morado,Rojo,Rojo,{A} / {B}. Selección:
Morado,Azul,Azul,{A} / {B}. Selección:
Morado,Verde,Morado,{A} / {B}. Selección:
Morado,Amarillo,Morado,{A} / {B}. Selección:
Rojo,Azul,Rojo,Nombre: {A}. Nombre: {B}. Preferido:
Rojo,Verde,Rojo,Nombre: {A}. Nombre: {B}. Preferido:
Rojo,Amarillo,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Rojo,Morado,Rojo,Nombre: {A}. Nombre: {B}. Preferido:
Azul,Rojo,Azul,Nombre: {A}. Nombre: {B}. Preferido:
Azul,Verde,Azul,Nombre: {A}. Nombre: {B}. Preferido:
Azul,Amarillo,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Azul,Morado,Azul,Nombre: {A}. Nombre: {B}. Preferido:
Verde,Rojo,Verde,Nombre: {A}. Nombre: {B}. Preferido:
Verde,Azul,Verde,Nombre: {A}. Nombre: {B}. Preferido:
Verde,Amarillo,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Verde,Morado,Verde,Nombre: {A}. Nombre: {B}. Preferido:
Amarillo,Rojo,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Amarillo,Azul,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Amarillo,Verde,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Amarillo,Morado,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Morado,Rojo,Rojo,Nombre: {A}. Nombre: {B}. Preferido:
Morado,Azul,Azul,Nombre: {A}. Nombre: {B}. Preferido:
Morado,Verde,Verde,Nombre: {A}. Nombre: {B}. Preferido:
Morado,Amarillo,Amarillo,Nombre: {A}. Nombre: {B}. Preferido:
Rojo,Azul,Rojo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Rojo,Verde,Rojo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Rojo,Amarillo,Rojo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Rojo,Morado,Rojo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Azul,Rojo,Azul,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Azul,Verde,Azul,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Azul,Amarillo,Azul,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Azul,Morado,Azul,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Verde,Rojo,Verde,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Verde,Azul,Azul,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Verde,Amarillo,Verde,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Verde,Morado,Verde,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Amarillo,Rojo,Amarillo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Amarillo,Azul,Amarillo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Amarillo,Verde,Amarillo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Amarillo,Morado,Amarillo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Morado,Rojo,Rojo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Morado,Azul,Azul,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Morado,Verde,Morado,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Morado,Amarillo,Amarillo,"Ítem 1: {A}
Ítem 2: {B}
Selección:"
Rojo,Azul,Rojo,"Entrada: [{A}, {B}]
Salida:"
Rojo,Verde,Rojo,"Entrada: [{A}, {B}]
Salida:"
Rojo,Amarillo,Rojo,"Entrada: [{A}, {B}]
Salida:"
Rojo,Morado,Rojo,"Entrada: [{A}, {B}]
Salida:"
Azul,Rojo,Azul,"Entrada: [{A}, {B}]
Salida:"
Azul,Verde,Azul,"Entrada: [{A}, {B}]
Salida:"
Azul,Amarillo,Azul,"Entrada: [{A}, {B}]
Salida:"
Azul,Morado,Azul,"Entrada: [{A}, {B}]
Salida:"
Verde,Rojo,Verde,"Entrada: [{A}, {B}]
Salida:"
Verde,Azul,Verde,"Entrada: [{A}, {B}]
Salida:"
Verde,Amarillo,Verde,"Entrada: [{A}, {B}]
Salida:"
Verde,Morado,Verde,"Entrada: [{A}, {B}]
Salida:"
Amarillo,Rojo,Rojo,"Entrada: [{A}, {B}]
Salida:"
Amarillo,Azul,Azul,"Entrada: [{A}, {B}]
Salida:"
Amarillo,Verde,Amarillo,"Entrada: [{A}, {B}]
Salida:"
Amarillo,Morado,Morado,"Entrada: [{A}, {B}]
Salida:"
Morado,Rojo,Rojo,"Entrada: [{A}, {B}]
Salida:"
Morado,Azul,Azul,"Entrada: [{A}, {B}]
Salida:"
Morado,Verde,Verde,"Entrada: [{A}, {B}]
Salida:"
Morado,Amarillo,Morado,"Entrada: [{A}, {B}]
Salida:"
Rojo,Azul,Rojo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Rojo,Verde,Rojo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Rojo,Amarillo,Rojo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Rojo,Morado,Rojo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Azul,Rojo,Rojo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Azul,Verde,Verde,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Azul,Amarillo,Amarillo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Azul,Morado,Azul,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Verde,Rojo,Verde,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Verde,Azul,Verde,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Verde,Amarillo,Verde,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Verde,Morado,Verde,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Amarillo,Rojo,Amarillo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Amarillo,Azul,Amarillo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Amarillo,Verde,Amarillo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Amarillo,Morado,Amarillo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Morado,Rojo,Rojo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Morado,Azul,Azul,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Morado,Verde,Verde,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Morado,Amarillo,Amarillo,"Color_1 = {A}
Color_2 = {B}
Color_Seleccionado ="
Rojo,Azul,Rojo,"Dataset: {A}, {B}. Filtrado:"
Rojo,Verde,Rojo,"Dataset: {A}, {B}. Filtrado:"
Rojo,Amarillo,Rojo,"Dataset: {A}, {B}. Filtrado:"
Rojo,Morado,Rojo,"Dataset: {A}, {B}. Filtrado:"
Azul,Rojo,Azul,"Dataset: {A}, {B}. Filtrado:"
Azul,Verde,Azul,"Dataset: {A}, {B}. Filtrado:"
Azul,Amarillo,Azul,"Dataset: {A}, {B}. Filtrado:"
Azul,Morado,Azul,"Dataset: {A}, {B}. Filtrado:"
Verde,Rojo,Verde,"Dataset: {A}, {B}. Filtrado:"
Verde,Azul,Verde,"Dataset: {A}, {B}. Filtrado:"
Verde,Amarillo,Amarillo,"Dataset: {A}, {B}. Filtrado:"
Verde,Morado,Morado,"Dataset: {A}, {B}. Filtrado:"
Amarillo,Rojo,Amarillo,"Dataset: {A}, {B}. Filtrado:"
Amarillo,Azul,Amarillo,"Dataset: {A}, {B}. Filtrado:"
Amarillo,Verde,Amarillo,"Dataset: {A}, {B}. Filtrado:"
Amarillo,Morado,Amarillo,"Dataset: {A}, {B}. Filtrado:"
Morado,Rojo,Morado,"Dataset: {A}, {B}. Filtrado:"
Morado,Azul,Morado,"Dataset: {A}, {B}. Filtrado:"
Morado,Verde,Morado,"Dataset: {A}, {B}. Filtrado:"
Morado,Amarillo,Morado,"Dataset: {A}, {B}. Filtrado:"
Rojo,Azul,Rojo,"[ {A}, {B} ] Índice seleccionado:"
Rojo,Verde,Rojo,"[ {A}, {B} ] Índice seleccionado:"
Rojo,Amarillo,Rojo,"[ {A}, {B} ] Índice seleccionado:"
Rojo,Morado,Rojo,"[ {A}, {B} ] Índice seleccionado:"
Azul,Rojo,Azul,"[ {A}, {B} ] Índice seleccionado:"
Azul,Verde,Azul,"[ {A}, {B} ] Índice seleccionado:"
Azul,Amarillo,Azul,"[ {A}, {B} ] Índice seleccionado:"
Azul,Morado,Azul,"[ {A}, {B} ] Índice seleccionado:"
Verde,Rojo,Verde,"[ {A}, {B} ] Índice seleccionado:"
Verde,Azul,Verde,"[ {A}, {B} ] Índice seleccionado:"
Verde,Amarillo,Verde,"[ {A}, {B} ] Índice seleccionado:"
Verde,Morado,Verde,"[ {A}, {B} ] Índice seleccionado:"
Amarillo,Rojo,Amarillo,"[ {A}, {B} ] Índice seleccionado:"
Amarillo,Azul,Amarillo,"[ {A}, {B} ] Índice seleccionado:"
Amarillo,Verde,Amarillo,"[ {A}, {B} ] Índice seleccionado:"
Amarillo,Morado,Amarillo,"[ {A}, {B} ] Índice seleccionado:"
Morado,Rojo,Morado,"[ {A}, {B} ] Índice seleccionado:"
Morado,Azul,Morado,"[ {A}, {B} ] Índice seleccionado:"
Morado,Verde,Morado,"[ {A}, {B} ] Índice seleccionado:"
Morado,Amarillo,Morado,"[ {A}, {B} ] Índice seleccionado:"
Rojo,Azul,Azul,"Lista: {A}, {B}. Elemento superior:"
Rojo,Verde,Verde,"Lista: {A}, {B}. Elemento superior:"
Rojo,Amarillo,Rojo,"Lista: {A}, {B}. Elemento superior:"
Rojo,Morado,Rojo,"Lista: {A}, {B}. Elemento superior:"
Azul,Rojo,Azul,"Lista: {A}, {B}. Elemento superior:"
Azul,Verde,Azul,"Lista: {A}, {B}. Elemento superior:"
Azul,Amarillo,Azul,"Lista: {A}, {B}. Elemento superior:"
Azul,Morado,Azul,"Lista: {A}, {B}. Elemento superior:"
Verde,Rojo,Verde,"Lista: {A}, {B}. Elemento superior:"
Verde,Azul,Verde,"Lista: {A}, {B}. Elemento superior:"
Verde,Amarillo,Verde,"Lista: {A}, {B}. Elemento superior:"
Verde,Morado,Verde,"Lista: {A}, {B}. Elemento superior:"
Amarillo,Rojo,Amarillo,"Lista: {A}, {B}. Elemento superior:"
Amarillo,Azul,Amarillo,"Lista: {A}, {B}. Elemento superior:"
Amarillo,Verde,Amarillo,"Lista: {A}, {B}. Elemento superior:"
Amarillo,Morado,Amarillo,"Lista: {A}, {B}. Elemento superior:"
Morado,Rojo,Morado,"Lista: {A}, {B}. Elemento superior:"
Morado,Azul,Azul,"Lista: {A}, {B}. Elemento superior:"
Morado,Verde,Morado,"Lista: {A}, {B}. Elemento superior:"
Morado,Amarillo,Morado,"Lista: {A}, {B}. Elemento superior:"
Rojo,Azul,Rojo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Rojo,Verde,Rojo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Rojo,Amarillo,Rojo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Rojo,Morado,Rojo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Azul,Rojo,Azul,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Azul,Verde,Azul,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Azul,Amarillo,Amarillo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Azul,Morado,Azul,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Verde,Rojo,Verde,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Verde,Azul,Verde,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Verde,Amarillo,Verde,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Verde,Morado,Verde,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Amarillo,Rojo,Amarillo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Amarillo,Azul,Amarillo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Amarillo,Verde,Amarillo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Amarillo,Morado,Amarillo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Morado,Rojo,Morado,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Morado,Azul,Morado,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Morado,Verde,Morado,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Morado,Amarillo,Amarillo,"Categoría: Colores.
Opciones: {A}, {B}.
Elegir:"
Rojo,Azul,Rojo,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Rojo,Verde,Rojo,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Rojo,Amarillo,Rojo,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Rojo,Morado,Rojo,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Azul,Rojo,Azul,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Azul,Verde,Azul,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Azul,Amarillo,Azul,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Azul,Morado,Azul,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Verde,Rojo,Verde,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Verde,Azul,Verde,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Verde,Amarillo,Verde,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
Verde,Morado,Verde,"Tipo: Color
Opción A: {A}
Opción B: {B}
Seleccionar:"
