template_idx,score_a,score_b,a_brand,a_screen,a_price,b_brand,b_screen,b_price
0,-1.939453125,1.1396484375,Lenovo,small screen,expensive,Lenovo,large screen,cheap
0,-1.76171875,1.12890625,Lenovo,small screen,expensive,Lenovo,large screen,expensive
0,-1.658203125,1.123046875,Lenovo,small screen,expensive,Dell,small screen,cheap
0,-1.44140625,1.10546875,Lenovo,small screen,expensive,Dell,small screen,expensive
0,-1.865234375,1.1357421875,Lenovo,small screen,expensive,Dell,large screen,cheap
0,-1.8046875,1.1318359375,Lenovo,small screen,expensive,Dell,large screen,expensive
0,-0.6728515625,0.9990234375,Lenovo,large screen,cheap,Apple,small screen,cheap
0,-0.41015625,0.93359375,Lenovo,large screen,cheap,Apple,small screen,expensive
0,-0.8974609375,1.0400390625,Lenovo,large screen,cheap,Apple,large screen,cheap
0,-0.66015625,0.99609375,Lenovo,large screen,cheap,Apple,large screen,expensive
0,-0.5078125,0.9609375,Lenovo,large screen,cheap,Lenovo,small screen,cheap
0,-0.337890625,0.912109375,Lenovo,large screen,cheap,Lenovo,small screen,expensive
0,-0.3974609375,0.9306640625,Lenovo,large screen,cheap,Lenovo,large screen,expensive
0,-0.6337890625,0.99072265625,Lenovo,large screen,cheap,Dell,small screen,cheap
0,-0.361328125,0.91943359375,Lenovo,large screen,cheap,Dell,small screen,expensive
0,-0.8701171875,1.0361328125,Lenovo,large screen,cheap,Dell,large screen,cheap
0,-0.6083984375,0.9853515625,Lenovo,large screen,cheap,Dell,large screen,expensive
0,-1.91015625,1.1376953125,Lenovo,large screen,expensive,Apple,small screen,cheap
0,-1.732421875,1.126953125,Lenovo,large screen,expensive,Apple,small screen,expensive
0,-1.984375,1.1416015625,Lenovo,large screen,expensive,Apple,large screen,cheap
0,-1.865234375,1.1357421875,Lenovo,large screen,expensive,Apple,large screen,expensive
0,-1.96875,1.140625,Lenovo,large screen,expensive,Lenovo,small screen,cheap
0,-1.513671875,1.111328125,Lenovo,large screen,expensive,Lenovo,small screen,expensive
0,-1.8046875,1.1318359375,Lenovo,large screen,expensive,Lenovo,large screen,cheap
0,-1.939453125,1.1396484375,Lenovo,large screen,expensive,Dell,small screen,cheap
0,-1.703125,1.125,Lenovo,large screen,expensive,Dell,small screen,expensive
0,-2.013671875,1.142578125,Lenovo,large screen,expensive,Dell,large screen,cheap
0,-1.775390625,1.1298828125,Lenovo,large screen,expensive,Dell,large screen,expensive
0,-0.7509765625,1.0146484375,Dell,small screen,cheap,Apple,small screen,cheap
0,-0.533203125,0.96728515625,Dell,small screen,cheap,Apple,small screen,expensive
0,-0.8701171875,1.0361328125,Dell,small screen,cheap,Apple,large screen,cheap
0,-0.595703125,0.982421875,Dell,small screen,cheap,Apple,large screen,expensive
0,-0.763671875,1.017578125,Dell,small screen,cheap,Lenovo,small screen,cheap
0,-0.533203125,0.96728515625,Dell,small screen,cheap,Lenovo,small screen,expensive
0,-0.830078125,1.029296875,Dell,small screen,cheap,Lenovo,large screen,cheap
0,-0.595703125,0.982421875,Dell,small screen,cheap,Lenovo,large screen,expensive
0,-0.267578125,0.888671875,Dell,small screen,cheap,Dell,small screen,expensive
0,-0.7119140625,1.0068359375,Dell,small screen,cheap,Dell,large screen,cheap
0,-0.533203125,0.96728515625,Dell,small screen,cheap,Dell,large screen,expensive
0,-1.849609375,1.134765625,Dell,small screen,expensive,Apple,small screen,cheap
0,-1.5859375,1.1171875,Dell,small screen,expensive,Apple,small screen,expensive
0,-2.05859375,1.14453125,Dell,small screen,expensive,Apple,large screen,cheap
0,-1.984375,1.1416015625,Dell,small screen,expensive,Apple,large screen,expensive
0,-1.908203125,1.1376953125,Dell,small screen,expensive,Lenovo,small screen,cheap
0,-1.54296875,1.1142578125,Dell,small screen,expensive,Lenovo,small screen,expensive
0,-2.04296875,1.14453125,Dell,small screen,expensive,Lenovo,large screen,cheap
0,-1.923828125,1.138671875,Dell,small screen,expensive,Lenovo,large screen,expensive
0,-1.732421875,1.126953125,Dell,small screen,expensive,Dell,small screen,cheap
0,-2.072265625,1.1455078125,Dell,small screen,expensive,Dell,large screen,cheap
0,-1.8359375,1.1337890625,Dell,small screen,expensive,Dell,large screen,expensive
0,-0.73828125,1.01171875,Dell,large screen,cheap,Apple,small screen,cheap
0,-0.458984375,0.94775390625,Dell,large screen,cheap,Apple,small screen,expensive
0,-0.96484375,1.05078125,Dell,large screen,cheap,Apple,large screen,cheap
0,-0.724609375,1.009765625,Dell,large screen,cheap,Apple,large screen,expensive
0,-0.7119140625,1.0068359375,Dell,large screen,cheap,Lenovo,small screen,cheap
0,-0.4462890625,0.9443359375,Dell,large screen,cheap,Lenovo,small screen,expensive
0,-0.923828125,1.044921875,Dell,large screen,cheap,Lenovo,large screen,cheap
0,-0.7119140625,1.0068359375,Dell,large screen,cheap,Lenovo,large screen,expensive
0,-0.5576171875,0.97314453125,Dell,large screen,cheap,Dell,small screen,cheap
0,-0.361328125,0.91943359375,Dell,large screen,cheap,Dell,small screen,expensive
0,-0.3974609375,0.9306640625,Dell,large screen,cheap,Dell,large screen,expensive
0,-2.1484375,1.1484375,Dell,large screen,expensive,Apple,small screen,cheap
0,-1.865234375,1.1357421875,Dell,large screen,expensive,Apple,small screen,expensive
0,-2.177734375,1.150390625,Dell,large screen,expensive,Apple,large screen,cheap
0,-1.953125,1.1396484375,Dell,large screen,expensive,Apple,large screen,expensive
0,-2.162109375,1.1494140625,Dell,large screen,expensive,Lenovo,small screen,cheap
0,-1.849609375,1.134765625,Dell,large screen,expensive,Lenovo,small screen,expensive
0,-2.23828125,1.15234375,Dell,large screen,expensive,Lenovo,large screen,cheap
0,-1.865234375,1.1357421875,Dell,large screen,expensive,Lenovo,large screen,expensive
0,-2.177734375,1.150390625,Dell,large screen,expensive,Dell,small screen,cheap
0,-1.62890625,1.1201171875,Dell,large screen,expensive,Dell,small screen,expensive
0,-1.953125,1.1396484375,Dell,large screen,expensive,Dell,large screen,cheap
1,0.4326171875,0.4482421875,Apple,small screen,cheap,Apple,small screen,expensive
1,0.2451171875,0.6201171875,Apple,small screen,cheap,Apple,large screen,cheap
1,0.33056640625,0.54931640625,Apple,small screen,cheap,Apple,large screen,expensive
1,0.21875,0.640625,Apple,small screen,cheap,Lenovo,small screen,cheap
1,0.34716796875,0.53466796875,Apple,small screen,cheap,Lenovo,small screen,expensive
1,0.19140625,0.66015625,Apple,small screen,cheap,Lenovo,large screen,cheap
1,0.31396484375,0.56396484375,Apple,small screen,cheap,Lenovo,large screen,expensive
1,0.2451171875,0.6201171875,Apple,small screen,cheap,Dell,small screen,cheap
1,0.37109375,0.51171875,Apple,small screen,cheap,Dell,small screen,expensive
1,0.19140625,0.66015625,Apple,small screen,cheap,Dell,large screen,cheap
1,0.3388671875,0.5419921875,Apple,small screen,cheap,Dell,large screen,expensive
1,-0.1328125,0.83642578125,Apple,small screen,expensive,Apple,small screen,cheap
1,-0.3740234375,0.92333984375,Apple,small screen,expensive,Apple,large screen,cheap
1,-0.337890625,0.912109375,Apple,small screen,expensive,Apple,large screen,expensive
1,-0.2109375,0.86767578125,Apple,small screen,expensive,Lenovo,small screen,cheap
1,-0.166015625,0.85009765625,Apple,small screen,expensive,Lenovo,small screen,expensive
1,-0.3857421875,0.9267578125,Apple,small screen,expensive,Lenovo,large screen,cheap
1,-0.3857421875,0.9267578125,Apple,small screen,expensive,Lenovo,large screen,expensive
1,-0.19921875,0.86328125,Apple,small screen,expensive,Dell,small screen,cheap
1,-0.166015625,0.85009765625,Apple,small screen,expensive,Dell,small screen,expensive
1,-0.3857421875,0.9267578125,Apple,small screen,expensive,Dell,large screen,cheap
1,-0.3857421875,0.9267578125,Apple,small screen,expensive,Dell,large screen,expensive
1,0.25390625,0.61328125,Apple,large screen,cheap,Apple,small screen,cheap
1,0.322265625,0.556640625,Apple,large screen,cheap,Apple,small screen,expensive
1,0.37109375,0.51171875,Apple,large screen,cheap,Apple,large screen,expensive
1,0.1728515625,0.6728515625,Apple,large screen,cheap,Lenovo,small screen,cheap
1,0.3056640625,0.5712890625,Apple,large screen,cheap,Lenovo,small screen,expensive
1,0.134765625,0.697265625,Apple,large screen,cheap,Lenovo,large screen,cheap
1,0.271484375,0.599609375,Apple,large screen,cheap,Lenovo,large screen,expensive
1,0.19140625,0.66015625,Apple,large screen,cheap,Dell,small screen,cheap
1,0.322265625,0.556640625,Apple,large screen,cheap,Dell,small screen,expensive
1,0.14453125,0.69140625,Apple,large screen,cheap,Dell,large screen,cheap
1,0.3056640625,0.5712890625,Apple,large screen,cheap,Dell,large screen,expensive
1,-0.43359375,0.94091796875,Apple,large screen,expensive,Apple,small screen,cheap
1,-0.279296875,0.892578125,Apple,large screen,expensive,Apple,small screen,expensive
1,-0.291015625,0.896484375,Apple,large screen,expensive,Apple,large screen,cheap
1,-0.470703125,0.951171875,Apple,large screen,expensive,Lenovo,small screen,cheap
1,-0.41015625,0.93408203125,Apple,large screen,expensive,Lenovo,small screen,expensive
1,-0.41015625,0.93408203125,Apple,large screen,expensive,Lenovo,large screen,cheap
1,-0.326171875,0.908203125,Apple,large screen,expensive,Lenovo,large screen,expensive
1,-0.458984375,0.94775390625,Apple,large screen,expensive,Dell,small screen,cheap
1,-0.3974609375,0.9306640625,Apple,large screen,expensive,Dell,small screen,expensive
1,-0.41015625,0.93408203125,Apple,large screen,expensive,Dell,large screen,cheap
1,-0.337890625,0.912109375,Apple,large screen,expensive,Dell,large screen,expensive
1,0.18212890625,0.66650390625,Lenovo,small screen,cheap,Apple,small screen,cheap
1,0.28857421875,0.58544921875,Lenovo,small screen,cheap,Apple,small screen,expensive
1,0.09619140625,0.72119140625,Lenovo,small screen,cheap,Apple,large screen,cheap
1,0.2275390625,0.6337890625,Lenovo,small screen,cheap,Apple,large screen,expensive
1,0.39453125,0.48828125,Lenovo,small screen,cheap,Lenovo,small screen,expensive
1,0.1728515625,0.6728515625,Lenovo,small screen,cheap,Lenovo,large screen,cheap
1,0.25390625,0.61328125,Lenovo,small screen,cheap,Lenovo,large screen,expensive
1,0.18212890625,0.66650390625,Lenovo,small screen,cheap,Dell,small screen,cheap
1,0.29736328125,0.57861328125,Lenovo,small screen,cheap,Dell,small screen,expensive
1,0.10595703125,0.71533203125,Lenovo,small screen,cheap,Dell,large screen,cheap
1,0.2275390625,0.6337890625,Lenovo,small screen,cheap,Dell,large screen,expensive
1,-0.2451171875,0.88037109375,Lenovo,small screen,expensive,Apple,small screen,cheap
1,-0.255859375,0.884765625,Lenovo,small screen,expensive,Apple,small screen,expensive
1,-0.458984375,0.94775390625,Lenovo,small screen,expensive,Apple,large screen,cheap
1,-0.5078125,0.9609375,Lenovo,small screen,expensive,Apple,large screen,expensive
1,-0.154296875,0.845703125,Lenovo,small screen,expensive,Lenovo,small screen,cheap
1,-0.41015625,0.93408203125,Lenovo,small screen,expensive,Lenovo,large screen,cheap
1,-0.3857421875,0.9267578125,Lenovo,small screen,expensive,Lenovo,large screen,expensive
1,-0.267578125,0.888671875,Lenovo,small screen,expensive,Dell,small screen,cheap
1,-0.2333984375,0.8759765625,Lenovo,small screen,expensive,Dell,small screen,expensive
1,-0.4580078125,0.94775390625,Lenovo,small screen,expensive,Dell,large screen,cheap
1,-0.4951171875,0.95751953125,Lenovo,small screen,expensive,Dell,large screen,expensive
1,0.15380859375,0.68505859375,Lenovo,large screen,cheap,Apple,small screen,cheap
1,0.2626953125,0.6064453125,Lenovo,large screen,cheap,Apple,small screen,expensive
1,0.09619140625,0.72119140625,Lenovo,large screen,cheap,Apple,large screen,cheap
1,0.25390625,0.61328125,Lenovo,large screen,cheap,Apple,large screen,expensive
1,0.2451171875,0.6201171875,Lenovo,large screen,cheap,Lenovo,small screen,cheap
1,0.29736328125,0.57861328125,Lenovo,large screen,cheap,Lenovo,small screen,expensive
1,0.35498046875,0.52685546875,Lenovo,large screen,cheap,Lenovo,large screen,expensive
1,0.15380859375,0.68505859375,Lenovo,large screen,cheap,Dell,small screen,cheap
1,0.2802734375,0.5927734375,Lenovo,large screen,cheap,Dell,small screen,expensive
1,0.09619140625,0.72119140625,Lenovo,large screen,cheap,Dell,large screen,cheap
1,0.236328125,0.626953125,Lenovo,large screen,cheap,Dell,large screen,expensive
1,-0.4462890625,0.9443359375,Lenovo,large screen,expensive,Apple,small screen,cheap
1,-0.421875,0.9375,Lenovo,large screen,expensive,Apple,small screen,expensive
1,-0.41015625,0.93408203125,Lenovo,large screen,expensive,Apple,large screen,cheap
1,-0.41015625,0.93408203125,Lenovo,large screen,expensive,Apple,large screen,expensive
1,-0.3974609375,0.9306640625,Lenovo,large screen,expensive,Lenovo,small screen,cheap
1,-0.267578125,0.888671875,Lenovo,large screen,expensive,Lenovo,small screen,expensive
1,-0.291015625,0.896484375,Lenovo,large screen,expensive,Lenovo,large screen,cheap
1,-0.4462890625,0.9443359375,Lenovo,large screen,expensive,Dell,small screen,cheap
1,-0.41015625,0.93408203125,Lenovo,large screen,expensive,Dell,small screen,expensive
1,-0.4580078125,0.94775390625,Lenovo,large screen,expensive,Dell,large screen,cheap
1,-0.3974609375,0.9306640625,Lenovo,large screen,expensive,Dell,large screen,expensive
1,0.1630859375,0.6787109375,Dell,small screen,cheap,Apple,small screen,cheap
1,0.2626953125,0.6064453125,Dell,small screen,cheap,Apple,small screen,expensive
1,0.06640625,0.73828125,Dell,small screen,cheap,Apple,large screen,cheap
1,0.19140625,0.66015625,Dell,small screen,cheap,Apple,large screen,expensive
1,0.14453125,0.69140625,Dell,small screen,cheap,Lenovo,small screen,cheap
1,0.236328125,0.626953125,Dell,small screen,cheap,Lenovo,small screen,expensive
1,0.06640625,0.73828125,Dell,small screen,cheap,Lenovo,large screen,cheap
1,0.18212890625,0.66650390625,Dell,small screen,cheap,Lenovo,large screen,expensive
1,0.39453125,0.48828125,Dell,small screen,cheap,Dell,small screen,expensive
1,0.15380859375,0.68505859375,Dell,small screen,cheap,Dell,large screen,cheap
1,0.2451171875,0.6201171875,Dell,small screen,cheap,Dell,large screen,expensive
1,-0.326171875,0.908203125,Dell,small screen,expensive,Apple,small screen,cheap
1,-0.279296875,0.892578125,Dell,small screen,expensive,Apple,small screen,expensive
1,-0.544921875,0.97021484375,Dell,small screen,expensive,Apple,large screen,cheap
1,-0.5576171875,0.97314453125,Dell,small screen,expensive,Apple,large screen,expensive
1,-0.361328125,0.919921875,Dell,small screen,expensive,Lenovo,small screen,cheap
1,-0.267578125,0.888671875,Dell,small screen,expensive,Lenovo,small screen,expensive
1,-0.5576171875,0.97314453125,Dell,small screen,expensive,Lenovo,large screen,cheap
1,-0.544921875,0.97021484375,Dell,small screen,expensive,Lenovo,large screen,expensive
1,-0.2099609375,0.86767578125,Dell,small screen,expensive,Dell,small screen,cheap
1,-0.5078125,0.9609375,Dell,small screen,expensive,Dell,large screen,cheap
1,-0.4580078125,0.94775390625,Dell,small screen,expensive,Dell,large screen,expensive
1,0.12548828125,0.703125,Dell,large screen,cheap,Apple,small screen,cheap
1,0.2275390625,0.6337890625,Dell,large screen,cheap,Apple,small screen,expensive
1,0.076171875,0.73291015625,Dell,large screen,cheap,Apple,large screen,cheap
1,0.21826171875,0.64013671875,Dell,large screen,cheap,Apple,large screen,expensive
1,0.10595703125,0.71533203125,Dell,large screen,cheap,Lenovo,small screen,cheap
1,0.2275390625,0.6337890625,Dell,large screen,cheap,Lenovo,small screen,expensive
1,0.056640625,0.744140625,Dell,large screen,cheap,Lenovo,large screen,cheap
1,0.18212890625,0.66650390625,Dell,large screen,cheap,Lenovo,large screen,expensive
1,0.2275390625,0.6337890625,Dell,large screen,cheap,Dell,small screen,cheap
1,0.28857421875,0.58544921875,Dell,large screen,cheap,Dell,small screen,expensive
1,0.35498046875,0.52685546875,Dell,large screen,cheap,Dell,large screen,expensive
1,-0.544921875,0.97021484375,Dell,large screen,expensive,Apple,small screen,cheap
1,-0.470703125,0.951171875,Dell,large screen,expensive,Apple,small screen,expensive
1,-0.4951171875,0.95751953125,Dell,large screen,expensive,Apple,large screen,cheap
1,-0.4580078125,0.94775390625,Dell,large screen,expensive,Apple,large screen,expensive
1,-0.5576171875,0.97314453125,Dell,large screen,expensive,Lenovo,small screen,cheap
1,-0.4833984375,0.9541015625,Dell,large screen,expensive,Lenovo,small screen,expensive
1,-0.533203125,0.96728515625,Dell,large screen,expensive,Lenovo,large screen,cheap
1,-0.421875,0.9375,Dell,large screen,expensive,Lenovo,large screen,expensive
1,-0.4833984375,0.9541015625,Dell,large screen,expensive,Dell,small screen,cheap
1,-0.337890625,0.912109375,Dell,large screen,expensive,Dell,small screen,expensive
1,-0.349609375,0.916015625,Dell,large screen,expensive,Dell,large screen,cheap
2,0.015625,0.76611328125,Apple,small screen,cheap,Apple,small screen,expensive
2,-0.12109375,0.83203125,Apple,small screen,cheap,Apple,large screen,cheap
2,0.046875,0.75,Apple,small screen,cheap,Apple,large screen,expensive
2,-0.154296875,0.845703125,Apple,small screen,cheap,Lenovo,small screen,cheap
2,0.0166015625,0.76611328125,Apple,small screen,cheap,Lenovo,small screen,expensive
2,-0.1435546875,0.8408203125,Apple,small screen,cheap,Lenovo,large screen,cheap
2,0.09619140625,0.72119140625,Apple,small screen,cheap,Lenovo,large screen,expensive
2,-0.154296875,0.845703125,Apple,small screen,cheap,Dell,small screen,cheap
2,0.056640625,0.744140625,Apple,small screen,cheap,Dell,small screen,expensive
2,-0.1328125,0.83642578125,Apple,small screen,cheap,Dell,large screen,cheap
2,0.11572265625,0.70947265625,Apple,small screen,cheap,Dell,large screen,expensive
2,-0.978515625,1.052734375,Apple,small screen,expensive,Apple,small screen,cheap
2,-1.158203125,1.076171875,Apple,small screen,expensive,Apple,large screen,cheap
2,-1.005859375,1.056640625,Apple,small screen,expensive,Apple,large screen,expensive
2,-0.8837890625,1.0380859375,Apple,small screen,expensive,Lenovo,small screen,cheap
2,-0.763671875,1.017578125,Apple,small screen,expensive,Lenovo,small screen,expensive
2,-1.033203125,1.060546875,Apple,small screen,expensive,Lenovo,large screen,cheap
2,-0.9921875,1.0546875,Apple,small screen,expensive,Lenovo,large screen,expensive
2,-0.8974609375,1.0400390625,Apple,small screen,expensive,Dell,small screen,cheap
2,-0.763671875,1.017578125,Apple,small screen,expensive,Dell,small screen,expensive
2,-1.046875,1.0625,Apple,small screen,expensive,Dell,large screen,cheap
2,-0.9921875,1.0546875,Apple,small screen,expensive,Dell,large screen,expensive
2,-0.099609375,0.822265625,Apple,large screen,cheap,Apple,small screen,cheap
2,0.015625,0.76611328125,Apple,large screen,cheap,Apple,small screen,expensive
2,-0.1328125,0.83642578125,Apple,large screen,cheap,Apple,large screen,expensive
2,-0.166015625,0.85009765625,Apple,large screen,cheap,Lenovo,small screen,cheap
2,0.0361328125,0.7548828125,Apple,large screen,cheap,Lenovo,small screen,expensive
2,-0.337890625,0.912109375,Apple,large screen,cheap,Lenovo,large screen,cheap
2,-0.1328125,0.83642578125,Apple,large screen,cheap,Lenovo,large screen,expensive
2,-0.154296875,0.845703125,Apple,large screen,cheap,Dell,small screen,cheap
2,0.056640625,0.744140625,Apple,large screen,cheap,Dell,small screen,expensive
2,-0.337890625,0.912109375,Apple,large screen,cheap,Dell,large screen,cheap
2,-0.1103515625,0.8271484375,Apple,large screen,cheap,Dell,large screen,expensive
2,-1.228515625,1.0849609375,Apple,large screen,expensive,Apple,small screen,cheap
2,-0.8974609375,1.0400390625,Apple,large screen,expensive,Apple,small screen,expensive
2,-1.326171875,1.0947265625,Apple,large screen,expensive,Apple,large screen,cheap
2,-1.171875,1.078125,Apple,large screen,expensive,Lenovo,small screen,cheap
2,-1.033203125,1.060546875,Apple,large screen,expensive,Lenovo,small screen,expensive
2,-1.255859375,1.087890625,Apple,large screen,expensive,Lenovo,large screen,cheap
2,-1.087890625,1.068359375,Apple,large screen,expensive,Lenovo,large screen,expensive
2,-1.171875,1.078125,Apple,large screen,expensive,Dell,small screen,cheap
2,-1.033203125,1.060546875,Apple,large screen,expensive,Dell,small screen,expensive
2,-1.298828125,1.091796875,Apple,large screen,expensive,Dell,large screen,cheap
2,-1.1015625,1.0693359375,Apple,large screen,expensive,Dell,large screen,expensive
2,-0.279296875,0.892578125,Lenovo,small screen,cheap,Apple,small screen,cheap
2,-0.099609375,0.822265625,Lenovo,small screen,cheap,Apple,small screen,expensive
2,-0.326171875,0.908203125,Lenovo,small screen,cheap,Apple,large screen,cheap
2,-0.099609375,0.822265625,Lenovo,small screen,cheap,Apple,large screen,expensive
2,-0.0888671875,0.8173828125,Lenovo,small screen,cheap,Lenovo,small screen,expensive
2,-0.2451171875,0.88037109375,Lenovo,small screen,cheap,Lenovo,large screen,cheap
2,-0.12109375,0.83154296875,Lenovo,small screen,cheap,Lenovo,large screen,expensive
2,-0.2333984375,0.8759765625,Lenovo,small screen,cheap,Dell,small screen,cheap
2,-0.1103515625,0.8271484375,Lenovo,small screen,cheap,Dell,small screen,expensive
2,-0.291015625,0.896484375,Lenovo,small screen,cheap,Dell,large screen,cheap
2,-0.0888671875,0.8173828125,Lenovo,small screen,cheap,Dell,large screen,expensive
2,-0.96484375,1.05078125,Lenovo,small screen,expensive,Apple,small screen,cheap
2,-0.8974609375,1.0400390625,Lenovo,small screen,expensive,Apple,small screen,expensive
2,-1.14453125,1.0751953125,Lenovo,small screen,expensive,Apple,large screen,cheap
2,-1.171875,1.078125,Lenovo,small screen,expensive,Apple,large screen,expensive
2,-1.033203125,1.060546875,Lenovo,small screen,expensive,Lenovo,small screen,cheap
2,-1.255859375,1.087890625,Lenovo,small screen,expensive,Lenovo,large screen,cheap
2,-1.115234375,1.0712890625,Lenovo,small screen,expensive,Lenovo,large screen,expensive
2,-0.96484375,1.05078125,Lenovo,small screen,expensive,Dell,small screen,cheap
2,-0.8564453125,1.0341796875,Lenovo,small screen,expensive,Dell,small screen,expensive
2,-1.130859375,1.0732421875,Lenovo,small screen,expensive,Dell,large screen,cheap
2,-1.14453125,1.0751953125,Lenovo,small screen,expensive,Dell,large screen,expensive
2,-0.2451171875,0.88037109375,Lenovo,large screen,cheap,Apple,small screen,cheap
2,-0.056640625,0.802734375,Lenovo,large screen,cheap,Apple,small screen,expensive
2,-0.421875,0.9375,Lenovo,large screen,cheap,Apple,large screen,cheap
2,-0.2333984375,0.8759765625,Lenovo,large screen,cheap,Apple,large screen,expensive
2,-0.166015625,0.85009765625,Lenovo,large screen,cheap,Lenovo,small screen,cheap
2,-0.0673828125,0.8076171875,Lenovo,large screen,cheap,Lenovo,small screen,expensive
2,-0.1875,0.85888671875,Lenovo,large screen,cheap,Lenovo,large screen,expensive
2,-0.2216796875,0.8720703125,Lenovo,large screen,cheap,Dell,small screen,cheap
2,-0.0361328125,0.79248046875,Lenovo,large screen,cheap,Dell,small screen,expensive
2,-0.41015625,0.93408203125,Lenovo,large screen,cheap,Dell,large screen,cheap
