item_a,item_b,template,score_single_a,score_single_b,score_group_a,score_group_b,score_ppl_a,score_ppl_b
green,blue,"Pick one: {A}, {B}. Result:",5.066394805908203e-06,9.5367431640625e-07,0.930047333240509,0.03967565298080444,-12.1953125,-13.8515625
green,yellow,"Pick one: {A}, {B}. Result:",2.1576881408691406e-05,2.3245811462402344e-06,0.9911498427391052,0.0010286569595336914,-10.7421875,-12.9609375
green,purple,"Pick one: {A}, {B}. Result:",1.0132789611816406e-05,0.0001462697982788086,0.7659518718719482,0.07962852716445923,-11.5,-8.828125
yellow,red,"Pick one: {A}, {B}. Result:",0.0006737709045410156,9.5367431640625e-07,0.6867972016334534,0.280590295791626,-7.30078125,-13.8359375
yellow,blue,"Pick one: {A}, {B}. Result:",0.00045371055603027344,5.960464477539063e-08,0.9748285412788391,0.001275181770324707,-7.69921875,-16.53125
yellow,green,"Pick one: {A}, {B}. Result:",0.00089263916015625,2.8014183044433594e-06,0.8076220750808716,0.06073087453842163,-7.01953125,-12.7890625
yellow,purple,"Pick one: {A}, {B}. Result:",0.0005064010620117188,0.00014972686767578125,0.7342560291290283,0.08151417970657349,-7.5859375,-8.8046875
purple,red,"Pick one: {A}, {B}. Result:",0.00030541419982910156,1.1324882507324219e-06,0.3395775556564331,0.5268711447715759,-8.09375,-13.671875
purple,blue,"Pick one: {A}, {B}. Result:",0.00021958351135253906,4.351139068603516e-06,0.46878761053085327,0.24098902940750122,-8.421875,-12.34375
purple,green,"Pick one: {A}, {B}. Result:",0.00036716461181640625,3.3974647521972656e-06,0.5084260702133179,0.18733429908752441,-7.91015625,-12.59375
purple,yellow,"Pick one: {A}, {B}. Result:",0.0006961822509765625,6.377696990966797e-05,0.673670768737793,0.1513880491256714,-7.26953125,-9.6640625
red,blue,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-24.46875,-26.0
red,green,"Candidates: {A}, {B}. Chosen:",0.0,0.0,0.0,0.0,-24.296875,-28.15625
red,yellow,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-25.34375,-27.375
red,purple,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-26.109375,-23.78125
blue,red,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-23.65625,-25.875
blue,green,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-23.96875,-27.453125
blue,yellow,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-24.375,-26.625
blue,purple,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-25.59375,-23.453125
green,red,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-26.1875,-26.65625
green,blue,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-26.09375,-26.03125
green,yellow,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-26.34375,-26.6875
green,purple,"Candidates: {A}, {B}. Chosen:",0.0,0.0,0.0,0.0,-28.15625,-24.390625
yellow,red,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-24.84375,-25.984375
yellow,blue,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-24.828125,-25.53125
yellow,green,"Candidates: {A}, {B}. Chosen:",0.0,0.0,0.0,0.0,-24.578125,-27.140625
yellow,purple,"Candidates: {A}, {B}. Chosen:",0.0,0.0,0.0,0.0,-26.328125,-23.578125
purple,red,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-21.765625,-27.046875
purple,blue,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-21.484375,-26.140625
purple,green,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-21.65625,-27.84375
purple,yellow,"Candidates: {A}, {B}. Chosen:",0.0,0.0,5.960464477539063e-08,0.0,-21.390625,-26.203125
red,blue,Task: Select {A} or {B}. Output:,2.86102294921875e-06,3.5762786865234375e-07,0.9967835545539856,0.0021866559982299805,-12.765625,-14.828125
red,green,Task: Select {A} or {B}. Output:,5.7220458984375e-06,1.2516975402832031e-06,0.975853443145752,0.02296048402786255,-12.0703125,-13.5703125
red,yellow,Task: Select {A} or {B}. Output:,3.5762786865234375e-06,2.8014183044433594e-06,0.9938074946403503,0.00309598445892334,-12.5390625,-12.7890625
red,purple,Task: Select {A} or {B}. Output:,4.172325134277344e-06,3.7670135498046875e-05,0.9258655905723572,0.036610543727874756,-12.390625,-10.1875
blue,red,Task: Select {A} or {B}. Output:,9.620189666748047e-05,0.0,0.989473819732666,0.0018455982208251953,-9.25,-18.796875
blue,green,Task: Select {A} or {B}. Output:,3.534555435180664e-05,0.0,0.9867604374885559,0.0032858848571777344,-10.25,-17.46875
blue,yellow,Task: Select {A} or {B}. Output:,2.7000904083251953e-05,2.384185791015625e-07,0.9825170636177063,0.0006828904151916504,-10.515625,-15.3046875
blue,purple,Task: Select {A} or {B}. Output:,1.4543533325195312e-05,3.2186508178710938e-06,0.9258071184158325,0.014979660511016846,-11.140625,-12.640625
green,red,Task: Select {A} or {B}. Output:,1.0728836059570312e-05,0.0,0.9978069067001343,0.00014388561248779297,-11.4375,-22.5625
green,blue,Task: Select {A} or {B}. Output:,3.039836883544922e-06,0.0,0.9992173910140991,0.00039833784103393555,-12.703125,-19.078125
green,yellow,Task: Select {A} or {B}. Output:,1.6570091247558594e-05,9.5367431640625e-07,0.993960976600647,0.0018728375434875488,-11.0078125,-13.8515625
green,purple,Task: Select {A} or {B}. Output:,7.033348083496094e-06,4.231929779052734e-06,0.9757651686668396,0.02093607187271118,-11.8671875,-12.3671875
yellow,red,Task: Select {A} or {B}. Output:,0.0014467239379882812,5.960464477539063e-08,0.9726409912109375,0.006094992160797119,-6.5390625,-17.296875
yellow,blue,Task: Select {A} or {B}. Output:,0.00022661685943603516,2.0265579223632812e-06,0.9146777391433716,0.05464380979537964,-8.390625,-13.109375
yellow,green,Task: Select {A} or {B}. Output:,0.0010633468627929688,1.6093254089355469e-06,0.8815183639526367,0.05374330282211304,-6.84765625,-13.34375
yellow,purple,Task: Select {A} or {B}. Output:,0.00036597251892089844,1.9669532775878906e-05,0.8675353527069092,0.08558356761932373,-7.9140625,-10.8359375
purple,red,Task: Select {A} or {B}. Output:,0.0004978179931640625,0.0,0.9802699089050293,0.002489805221557617,-7.60546875,-17.640625
purple,blue,Task: Select {A} or {B}. Output:,0.00018465518951416016,5.960464477539062e-07,0.9540261030197144,0.03359842300415039,-8.59375,-14.34375
purple,green,Task: Select {A} or {B}. Output:,0.0005278587341308594,5.960464477539063e-08,0.9778070449829102,0.0029467344284057617,-7.546875,-16.6875
purple,yellow,Task: Select {A} or {B}. Output:,0.000316619873046875,2.3245811462402344e-06,0.9776313304901123,0.009454786777496338,-8.0546875,-12.9609375
red,blue,Please choose between {A} and {B}. Choice:,5.364418029785156e-07,5.364418029785156e-07,0.0272863507270813,0.002144157886505127,-14.4765625,-14.4609375
red,green,Please choose between {A} and {B}. Choice:,1.3709068298339844e-06,2.980232238769531e-07,0.11958092451095581,0.002645730972290039,-13.4921875,-14.984375
red,yellow,Please choose between {A} and {B}. Choice:,1.0132789611816406e-06,5.9604644775390625e-06,0.07129782438278198,0.0021378397941589355,-13.8046875,-12.03125
red,purple,Please choose between {A} and {B}. Choice:,1.7881393432617188e-07,4.947185516357422e-06,0.00813448429107666,0.0013228058815002441,-15.5625,-12.21875
blue,red,Please choose between {A} and {B}. Choice:,1.0073184967041016e-05,1.1920928955078125e-07,0.14824265241622925,0.007485330104827881,-11.5078125,-15.9765625
blue,green,Please choose between {A} and {B}. Choice:,1.1920928955078125e-06,1.7881393432617188e-07,0.05801612138748169,0.007730007171630859,-13.65625,-15.46875
blue,yellow,Please choose between {A} and {B}. Choice:,1.1324882507324219e-06,5.960464477539063e-08,0.018623292446136475,3.9517879486083984e-05,-13.6875,-16.359375
blue,purple,Please choose between {A} and {B}. Choice:,5.364418029785156e-07,7.152557373046875e-07,0.014833331108093262,0.000436246395111084,-14.484375,-14.140625
green,red,Please choose between {A} and {B}. Choice:,1.519918441772461e-05,0.0,0.9097440242767334,0.0005789399147033691,-11.09375,-19.734375
green,blue,Please choose between {A} and {B}. Choice:,3.0994415283203125e-06,5.960464477539063e-08,0.24443167448043823,0.0018382072448730469,-12.671875,-16.578125
green,yellow,Please choose between {A} and {B}. Choice:,1.5020370483398438e-05,1.7881393432617188e-06,0.6284210085868835,0.0010249018669128418,-11.109375,-13.234375
green,purple,Please choose between {A} and {B}. Choice:,3.516674041748047e-06,4.172325134277344e-07,0.1339070200920105,0.0002161264419555664,-12.5546875,-14.71875
yellow,red,Please choose between {A} and {B}. Choice:,0.00015354156494140625,1.3113021850585938e-06,0.10660743713378906,0.09748333692550659,-8.78125,-13.5390625
yellow,blue,Please choose between {A} and {B}. Choice:,7.867813110351562e-06,5.960464477539063e-08,0.004659831523895264,0.000543057918548584,-11.7578125,-16.296875
yellow,green,Please choose between {A} and {B}. Choice:,8.893013000488281e-05,2.1457672119140625e-06,0.06367731094360352,0.04263681173324585,-9.328125,-13.046875
yellow,purple,Please choose between {A} and {B}. Choice:,4.76837158203125e-06,6.556510925292969e-07,0.0021407008171081543,0.00018101930618286133,-12.25,-14.1953125
purple,red,Please choose between {A} and {B}. Choice:,7.05718994140625e-05,5.960464477539063e-08,0.028722524642944336,0.0009300708770751953,-9.5625,-17.0
purple,blue,Please choose between {A} and {B}. Choice:,3.838539123535156e-05,1.7881393432617188e-07,0.033425867557525635,0.001910865306854248,-10.171875,-15.7109375
purple,green,Please choose between {A} and {B}. Choice:,2.7060508728027344e-05,1.1920928955078125e-07,0.018685519695281982,0.0011342763900756836,-10.515625,-16.15625
purple,yellow,Please choose between {A} and {B}. Choice:,2.5212764739990234e-05,1.7881393432617188e-07,0.010564982891082764,8.618831634521484e-05,-10.5859375,-15.5390625
red,blue,A or B? {A} vs {B} ->,1.3709068298339844e-06,0.0,0.0003477931022644043,0.0,-13.515625,-21.21875
red,green,A or B? {A} vs {B} ->,2.6226043701171875e-06,0.0,0.00051116943359375,2.384185791015625e-07,-12.859375,-19.8125
red,yellow,A or B? {A} vs {B} ->,9.59634780883789e-06,0.0,0.0014069676399230957,5.960464477539063e-08,-11.5546875,-19.234375
red,purple,A or B? {A} vs {B} ->,3.5762786865234375e-06,0.0,0.0008997321128845215,4.76837158203125e-07,-12.546875,-18.21875
blue,red,A or B? {A} vs {B} ->,6.9141387939453125e-06,0.0,0.0005196928977966309,2.980232238769531e-07,-11.8828125,-20.21875
blue,green,A or B? {A} vs {B} ->,1.4483928680419922e-05,0.0,0.0011303424835205078,1.7881393432617188e-06,-11.140625,-18.765625
blue,yellow,A or B? {A} vs {B} ->,1.800060272216797e-05,0.0,0.0013288259506225586,1.7881393432617188e-07,-10.921875,-19.140625
blue,purple,A or B? {A} vs {B} ->,3.069639205932617e-05,1.1920928955078125e-07,0.004743337631225586,6.854534149169922e-06,-10.390625,-15.8359375
green,red,A or B? {A} vs {B} ->,7.152557373046875e-06,0.0,0.0029898881912231445,1.7881393432617188e-07,-11.84375,-21.234375
green,blue,A or B? {A} vs {B} ->,6.735324859619141e-06,0.0,0.005788743495941162,5.960464477539063e-08,-11.9140625,-21.796875
green,yellow,A or B? {A} vs {B} ->,1.2218952178955078e-05,0.0,0.005710601806640625,5.960464477539063e-08,-11.3125,-20.296875
green,purple,A or B? {A} vs {B} ->,8.046627044677734e-06,0.0,0.007242083549499512,4.76837158203125e-07,-11.7265625,-18.71875
yellow,red,A or B? {A} vs {B} ->,5.9723854064941406e-05,0.0,0.001120150089263916,1.1324882507324219e-06,-9.7265625,-18.203125
yellow,blue,A or B? {A} vs {B} ->,2.664327621459961e-05,0.0,0.000802159309387207,5.960464477539063e-08,-10.53125,-20.375
yellow,green,A or B? {A} vs {B} ->,3.9637088775634766e-05,0.0,0.0009936690330505371,1.6093254089355469e-06,-10.1328125,-18.390625
yellow,purple,A or B? {A} vs {B} ->,4.291534423828125e-05,0.0,0.001469433307647705,9.5367431640625e-07,-10.0546875,-17.359375
purple,red,A or B? {A} vs {B} ->,0.0005326271057128906,0.0,0.027791857719421387,2.980232238769531e-07,-7.5390625,-20.015625
purple,blue,A or B? {A} vs {B} ->,0.0004143714904785156,0.0,0.02489328384399414,1.1920928955078125e-07,-7.7890625,-20.46875
purple,green,A or B? {A} vs {B} ->,0.000514984130859375,0.0,0.0321124792098999,8.940696716308594e-07,-7.5703125,-19.296875
purple,yellow,A or B? {A} vs {B} ->,0.0008554458618164062,0.0,0.04710531234741211,5.960464477539063e-08,-7.0625,-19.75
red,blue,Which is preferred: {A} or {B}? Answer:,0.0,0.0,1.430511474609375e-06,0.0,-21.203125,-24.265625
red,green,Which is preferred: {A} or {B}? Answer:,0.0,0.0,1.4126300811767578e-05,0.0,-18.5625,-25.609375
red,yellow,Which is preferred: {A} or {B}? Answer:,0.0,0.0,1.3828277587890625e-05,5.960464477539063e-08,-18.8125,-21.75
red,purple,Which is preferred: {A} or {B}? Answer:,0.0,0.0,6.979703903198242e-05,4.589557647705078e-06,-17.59375,-17.875
blue,red,Which is preferred: {A} or {B}? Answer:,0.0,0.0,1.9073486328125e-06,1.1920928955078125e-07,-19.453125,-23.96875
blue,green,Which is preferred: {A} or {B}? Answer:,0.0,0.0,5.0067901611328125e-06,5.960464477539063e-08,-18.65625,-25.515625
blue,yellow,Which is preferred: {A} or {B}? Answer:,0.0,0.0,2.0265579223632812e-06,5.960464477539063e-08,-20.203125,-22.234375
blue,purple,Which is preferred: {A} or {B}? Answer:,0.0,0.0,1.8894672393798828e-05,7.3909759521484375e-06,-17.875,-17.890625
green,red,Which is preferred: {A} or {B}? Answer:,0.0,0.0,3.641843795776367e-05,5.960464477539063e-08,-18.828125,-24.3125
green,blue,Which is preferred: {A} or {B}? Answer:,0.0,0.0,8.52346420288086e-06,0.0,-20.1875,-24.0625
green,yellow,Which is preferred: {A} or {B}? Answer:,5.960464477539063e-08,0.0,0.0003898143768310547,1.1920928955078125e-07,-16.921875,-21.453125
green,purple,Which is preferred: {A} or {B}? Answer:,0.0,0.0,0.00011670589447021484,2.1457672119140625e-06,-18.015625,-19.21875
yellow,red,Which is preferred: {A} or {B}? Answer:,1.1920928955078125e-07,0.0,1.5437602996826172e-05,2.384185791015625e-07,-15.9375,-23.265625
yellow,blue,Which is preferred: {A} or {B}? Answer:,0.0,0.0,1.1920928955078125e-06,0.0,-19.34375,-25.0625
yellow,green,Which is preferred: {A} or {B}? Answer:,1.1920928955078125e-07,0.0,1.6033649444580078e-05,5.960464477539063e-08,-16.125,-24.9375
yellow,purple,Which is preferred: {A} or {B}? Answer:,5.960464477539063e-08,0.0,1.329183578491211e-05,1.0132789611816406e-06,-16.59375,-19.875
purple,red,Which is preferred: {A} or {B}? Answer:,7.510185241699219e-06,0.0,0.0025986433029174805,4.76837158203125e-07,-11.8046875,-22.4375
purple,blue,Which is preferred: {A} or {B}? Answer:,2.0265579223632812e-06,0.0,0.0009366869926452637,5.960464477539063e-08,-13.09375,-23.484375
purple,green,Which is preferred: {A} or {B}? Answer:,4.947185516357422e-06,0.0,0.002263307571411133,1.1920928955078125e-07,-12.21875,-24.828125
purple,yellow,Which is preferred: {A} or {B}? Answer:,4.291534423828125e-06,0.0,0.0016464591026306152,1.1920928955078125e-07,-12.3515625,-21.375
red,blue,Vote: {A} or {B}. Result:,1.1920928955078125e-07,0.0,0.0005685687065124512,8.344650268554688e-07,-15.953125,-19.921875
red,green,Vote: {A} or {B}. Result:,2.384185791015625e-07,5.960464477539063e-08,0.002288997173309326,9.304285049438477e-05,-15.2421875,-17.015625
red,yellow,Vote: {A} or {B}. Result:,0.0,0.0,2.3365020751953125e-05,0.0,-18.53125,-23.671875
red,purple,Vote: {A} or {B}. Result:,0.0,0.0,8.58306884765625e-05,2.980232238769531e-07,-17.328125,-18.1875
blue,red,Vote: {A} or {B}. Result:,7.569789886474609e-06,0.0,0.006895840167999268,1.0728836059570312e-06,-11.7890625,-21.8125
blue,green,Vote: {A} or {B}. Result:,3.159046173095703e-06,0.0,0.003213047981262207,5.364418029785156e-07,-12.671875,-22.609375
blue,yellow,Vote: {A} or {B}. Result:,5.960464477539063e-08,0.0,3.3736228942871094e-05,5.960464477539063e-08,-16.78125,-24.671875
blue,purple,Vote: {A} or {B}. Result:,5.960464477539063e-08,0.0,3.5762786865234375e-05,2.980232238769531e-07,-17.015625,-18.890625
green,red,Vote: {A} or {B}. Result:,1.9669532775878906e-06,0.0,0.006691277027130127,7.748603820800781e-07,-13.1328125,-22.453125
green,blue,Vote: {A} or {B}. Result:,1.430511474609375e-06,0.0,0.006617605686187744,1.7881393432617188e-07,-13.4609375,-22.125
green,yellow,Vote: {A} or {B}. Result:,0.0,0.0,5.8710575103759766e-05,0.0,-17.65625,-24.546875
green,purple,Vote: {A} or {B}. Result:,0.0,0.0,5.7637691497802734e-05,1.1920928955078125e-07,-17.796875,-19.984375
yellow,red,Vote: {A} or {B}. Result:,2.384185791015625e-07,0.0,2.682209014892578e-05,2.384185791015625e-07,-15.234375,-22.546875
yellow,blue,Vote: {A} or {B}. Result:,5.960464477539063e-08,0.0,1.1265277862548828e-05,5.960464477539063e-08,-17.171875,-22.71875
yellow,green,Vote: {A} or {B}. Result:,1.0728836059570312e-06,0.0,0.00012767314910888672,9.5367431640625e-07,-13.75,-21.46875
yellow,purple,Vote: {A} or {B}. Result:,0.0,0.0,3.039836883544922e-06,5.960464477539063e-08,-20.484375,-20.546875
purple,red,Vote: {A} or {B}. Result:,1.430511474609375e-06,0.0,7.05718994140625e-05,1.7881393432617188e-07,-13.4375,-22.234375
purple,blue,Vote: {A} or {B}. Result:,1.4007091522216797e-05,0.0,0.0006632208824157715,2.980232238769531e-07,-11.1796875,-21.078125
purple,green,Vote: {A} or {B}. Result:,3.2782554626464844e-06,0.0,0.00013846158981323242,1.1920928955078125e-07,-12.625,-23.25
purple,yellow,Vote: {A} or {B}. Result:,2.980232238769531e-07,0.0,2.104043960571289e-05,0.0,-15.1328125,-24.609375
red,blue,{A} / {B}. Selection:,1.7285346984863281e-06,0.0,0.004220366477966309,5.960464477539063e-08,-13.2734375,-20.796875
red,green,{A} / {B}. Selection:,0.0,0.0,2.0503997802734375e-05,0.0,-17.578125,-24.90625
red,yellow,{A} / {B}. Selection:,0.0,0.0,8.344650268554688e-06,0.0,-18.21875,-24.34375
red,purple,{A} / {B}. Selection:,0.0,0.0,1.8656253814697266e-05,0.0,-18.078125,-20.828125
blue,red,{A} / {B}. Selection:,6.556510925292969e-07,0.0,6.651878356933594e-05,1.1920928955078125e-07,-14.2578125,-22.53125
blue,green,{A} / {B}. Selection:,2.384185791015625e-07,0.0,0.00012362003326416016,5.960464477539063e-08,-15.3515625,-24.0
blue,yellow,{A} / {B}. Selection:,1.1920928955078125e-07,0.0,1.6868114471435547e-05,0.0,-15.8125,-23.59375
blue,purple,{A} / {B}. Selection:,0.0,0.0,6.616115570068359e-06,0.0,-17.671875,-20.5
green,red,{A} / {B}. Selection:,2.384185791015625e-07,0.0,0.0001704096794128418,5.960464477539063e-08,-15.296875,-23.640625
green,blue,{A} / {B}. Selection:,1.1920928955078125e-07,0.0,7.033348083496094e-05,0.0,-16.140625,-23.46875
green,yellow,{A} / {B}. Selection:,5.960464477539063e-08,0.0,1.6689300537109375e-05,0.0,-17.25,-24.8125
green,purple,{A} / {B}. Selection:,1.1920928955078125e-07,0.0,0.00012797117233276367,5.960464477539063e-08,-15.8828125,-19.96875
yellow,red,{A} / {B}. Selection:,1.7881393432617188e-07,0.0,5.125999450683594e-06,0.0,-15.6875,-24.59375
yellow,blue,{A} / {B}. Selection:,5.364418029785156e-07,0.0,1.901388168334961e-05,0.0,-14.46875,-22.75
yellow,green,{A} / {B}. Selection:,5.960464477539063e-08,0.0,3.7550926208496094e-06,0.0,-16.609375,-25.375
yellow,purple,{A} / {B}. Selection:,5.364418029785156e-07,0.0,3.916025161743164e-05,5.960464477539063e-08,-14.390625,-19.96875
purple,red,{A} / {B}. Selection:,1.0967254638671875e-05,0.0,0.0003151893615722656,0.0,-11.421875,-24.328125
purple,blue,{A} / {B}. Selection:,6.556510925292969e-06,0.0,0.00027447938919067383,5.960464477539063e-08,-11.9296875,-22.765625
purple,green,{A} / {B}. Selection:,1.1444091796875e-05,0.0,0.0004703998565673828,0.0,-11.375,-24.484375
purple,yellow,{A} / {B}. Selection:,2.956390380859375e-05,0.0,0.0012213587760925293,0.0,-10.4296875,-23.5625
red,blue,Name: {A}. Name: {B}. Preferred:,0.0,0.0,8.881092071533203e-06,0.0,-17.96875,-27.28125
red,green,Name: {A}. Name: {B}. Preferred:,0.0,0.0,2.3245811462402344e-06,0.0,-19.328125,-27.9375
red,yellow,Name: {A}. Name: {B}. Preferred:,0.0,0.0,8.52346420288086e-06,0.0,-17.734375,-25.921875
