player_1,player_2,winner,template
purple,yellow,purple,A or B? {A} vs {B} ->
red,blue,blue,Which is preferred: {A} or {B}? Answer:
red,green,red,Which is preferred: {A} or {B}? Answer:
red,yellow,red,Which is preferred: {A} or {B}? Answer:
red,purple,purple,Which is preferred: {A} or {B}? Answer:
blue,red,blue,Which is preferred: {A} or {B}? Answer:
blue,green,blue,Which is preferred: {A} or {B}? Answer:
blue,yellow,blue,Which is preferred: {A} or {B}? Answer:
blue,purple,purple,Which is preferred: {A} or {B}? Answer:
green,red,green,Which is preferred: {A} or {B}? Answer:
green,blue,green,Which is preferred: {A} or {B}? Answer:
green,yellow,green,Which is preferred: {A} or {B}? Answer:
green,purple,purple,Which is preferred: {A} or {B}? Answer:
yellow,red,yellow,Which is preferred: {A} or {B}? Answer:
yellow,blue,blue,Which is preferred: {A} or {B}? Answer:
yellow,green,green,Which is preferred: {A} or {B}? Answer:
yellow,purple,purple,Which is preferred: {A} or {B}? Answer:
purple,red,purple,Which is preferred: {A} or {B}? Answer:
purple,blue,purple,Which is preferred: {A} or {B}? Answer:
purple,green,purple,Which is preferred: {A} or {B}? Answer:
purple,yellow,purple,Which is preferred: {A} or {B}? Answer:
red,blue,red,Vote: {A} or {B}. Result:
red,green,red,Vote: {A} or {B}. Result:
red,yellow,red,Vote: {A} or {B}. Result:
red,purple,purple,Vote: {A} or {B}. Result:
blue,red,blue,Vote: {A} or {B}. Result:
blue,green,blue,Vote: {A} or {B}. Result:
blue,yellow,blue,Vote: {A} or {B}. Result:
blue,purple,purple,Vote: {A} or {B}. Result:
green,red,green,Vote: {A} or {B}. Result:
green,blue,green,Vote: {A} or {B}. Result:
green,yellow,green,Vote: {A} or {B}. Result:
green,purple,green,Vote: {A} or {B}. Result:
yellow,red,yellow,Vote: {A} or {B}. Result:
yellow,blue,blue,Vote: {A} or {B}. Result:
yellow,green,yellow,Vote: {A} or {B}. Result:
yellow,purple,purple,Vote: {A} or {B}. Result:
purple,red,purple,Vote: {A} or {B}. Result:
purple,blue,purple,Vote: {A} or {B}. Result:
purple,green,purple,Vote: {A} or {B}. Result:
purple,yellow,purple,Vote: {A} or {B}. Result:
red,blue,red,{A} / {B}. Selection:
red,green,red,{A} / {B}. Selection:
red,yellow,red,{A} / {B}. Selection:
red,purple,red,{A} / {B}. Selection:
blue,red,red,{A} / {B}. Selection:
blue,green,blue,{A} / {B}. Selection:
blue,yellow,blue,{A} / {B}. Selection:
blue,purple,blue,{A} / {B}. Selection:
green,red,green,{A} / {B}. Selection:
green,blue,green,{A} / {B}. Selection:
green,yellow,yellow,{A} / {B}. Selection:
green,purple,green,{A} / {B}. Selection:
yellow,red,yellow,{A} / {B}. Selection:
yellow,blue,yellow,{A} / {B}. Selection:
yellow,green,yellow,{A} / {B}. Selection:
yellow,purple,yellow,{A} / {B}. Selection:
purple,red,red,{A} / {B}. Selection:
purple,blue,blue,{A} / {B}. Selection:
purple,green,purple,{A} / {B}. Selection:
purple,yellow,yellow,{A} / {B}. Selection:
red,blue,red,Name: {A}. Name: {B}. Preferred:
red,green,red,Name: {A}. Name: {B}. Preferred:
red,yellow,red,Name: {A}. Name: {B}. Preferred:
red,purple,red,Name: {A}. Name: {B}. Preferred:
blue,red,blue,Name: {A}. Name: {B}. Preferred:
blue,green,blue,Name: {A}. Name: {B}. Preferred:
blue,yellow,blue,Name: {A}. Name: {B}. Preferred:
blue,purple,blue,Name: {A}. Name: {B}. Preferred:
green,red,green,Name: {A}. Name: {B}. Preferred:
green,blue,blue,Name: {A}. Name: {B}. Preferred:
green,yellow,green,Name: {A}. Name: {B}. Preferred:
green,purple,green,Name: {A}. Name: {B}. Preferred:
yellow,red,red,Name: {A}. Name: {B}. Preferred:
yellow,blue,blue,Name: {A}. Name: {B}. Preferred:
yellow,green,green,Name: {A}. Name: {B}. Preferred:
yellow,purple,purple,Name: {A}. Name: {B}. Preferred:
purple,red,purple,Name: {A}. Name: {B}. Preferred:
purple,blue,blue,Name: {A}. Name: {B}. Preferred:
purple,green,purple,Name: {A}. Name: {B}. Preferred:
purple,yellow,purple,Name: {A}. Name: {B}. Preferred:
red,blue,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,green,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,yellow,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,purple,red,"Item 1: {A}
Item 2: {B}
Selection:"
blue,red,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,green,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,yellow,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,purple,blue,"Item 1: {A}
Item 2: {B}
Selection:"
green,red,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,blue,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,yellow,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,purple,green,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,red,red,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,blue,blue,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,green,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,purple,purple,"Item 1: {A}
Item 2: {B}
Selection:"
purple,red,purple,"Item 1: {A}
Item 2: {B}
Selection:"
purple,blue,purple,"Item 1: {A}
Item 2: {B}
Selection:"
purple,green,purple,"Item 1: {A}
Item 2: {B}
Selection:"
purple,yellow,purple,"Item 1: {A}
Item 2: {B}
Selection:"
red,blue,red,"Input: [{A}, {B}]
Output:"
red,green,red,"Input: [{A}, {B}]
Output:"
red,yellow,red,"Input: [{A}, {B}]
Output:"
red,purple,red,"Input: [{A}, {B}]
Output:"
blue,red,red,"Input: [{A}, {B}]
Output:"
blue,green,blue,"Input: [{A}, {B}]
Output:"
blue,yellow,blue,"Input: [{A}, {B}]
Output:"
blue,purple,purple,"Input: [{A}, {B}]
Output:"
green,red,green,"Input: [{A}, {B}]
Output:"
green,blue,green,"Input: [{A}, {B}]
Output:"
green,yellow,green,"Input: [{A}, {B}]
Output:"
green,purple,green,"Input: [{A}, {B}]
Output:"
yellow,red,red,"Input: [{A}, {B}]
Output:"
yellow,blue,yellow,"Input: [{A}, {B}]
Output:"
yellow,green,yellow,"Input: [{A}, {B}]
Output:"
yellow,purple,yellow,"Input: [{A}, {B}]
Output:"
purple,red,purple,"Input: [{A}, {B}]
Output:"
purple,blue,purple,"Input: [{A}, {B}]
Output:"
purple,green,purple,"Input: [{A}, {B}]
Output:"
purple,yellow,purple,"Input: [{A}, {B}]
Output:"
red,blue,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,green,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,yellow,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,purple,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,red,blue,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,green,blue,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,yellow,blue,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,purple,blue,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,red,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,blue,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,yellow,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,purple,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,red,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,blue,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,green,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,purple,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,red,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,blue,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,green,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,yellow,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,blue,red,"Dataset: {A}, {B}. Filtered:"
red,green,red,"Dataset: {A}, {B}. Filtered:"
red,yellow,red,"Dataset: {A}, {B}. Filtered:"
red,purple,red,"Dataset: {A}, {B}. Filtered:"
blue,red,blue,"Dataset: {A}, {B}. Filtered:"
blue,green,blue,"Dataset: {A}, {B}. Filtered:"
blue,yellow,blue,"Dataset: {A}, {B}. Filtered:"
blue,purple,blue,"Dataset: {A}, {B}. Filtered:"
green,red,green,"Dataset: {A}, {B}. Filtered:"
green,blue,green,"Dataset: {A}, {B}. Filtered:"
green,yellow,green,"Dataset: {A}, {B}. Filtered:"
green,purple,green,"Dataset: {A}, {B}. Filtered:"
yellow,red,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,blue,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,green,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,purple,yellow,"Dataset: {A}, {B}. Filtered:"
purple,red,purple,"Dataset: {A}, {B}. Filtered:"
purple,blue,purple,"Dataset: {A}, {B}. Filtered:"
purple,green,purple,"Dataset: {A}, {B}. Filtered:"
purple,yellow,purple,"Dataset: {A}, {B}. Filtered:"
red,blue,red,"[ {A}, {B} ] Selected index:"
red,green,red,"[ {A}, {B} ] Selected index:"
red,yellow,red,"[ {A}, {B} ] Selected index:"
red,purple,red,"[ {A}, {B} ] Selected index:"
blue,red,red,"[ {A}, {B} ] Selected index:"
blue,green,green,"[ {A}, {B} ] Selected index:"
blue,yellow,yellow,"[ {A}, {B} ] Selected index:"
blue,purple,purple,"[ {A}, {B} ] Selected index:"
green,red,green,"[ {A}, {B} ] Selected index:"
green,blue,green,"[ {A}, {B} ] Selected index:"
green,yellow,green,"[ {A}, {B} ] Selected index:"
green,purple,green,"[ {A}, {B} ] Selected index:"
yellow,red,red,"[ {A}, {B} ] Selected index:"
yellow,blue,yellow,"[ {A}, {B} ] Selected index:"
yellow,green,green,"[ {A}, {B} ] Selected index:"
yellow,purple,purple,"[ {A}, {B} ] Selected index:"
purple,red,red,"[ {A}, {B} ] Selected index:"
purple,blue,purple,"[ {A}, {B} ] Selected index:"
purple,green,green,"[ {A}, {B} ] Selected index:"
purple,yellow,purple,"[ {A}, {B} ] Selected index:"
red,blue,red,"List: {A}, {B}. Top item:"
red,green,red,"List: {A}, {B}. Top item:"
red,yellow,red,"List: {A}, {B}. Top item:"
red,purple,red,"List: {A}, {B}. Top item:"
blue,red,blue,"List: {A}, {B}. Top item:"
blue,green,blue,"List: {A}, {B}. Top item:"
blue,yellow,blue,"List: {A}, {B}. Top item:"
blue,purple,blue,"List: {A}, {B}. Top item:"
green,red,green,"List: {A}, {B}. Top item:"
green,blue,green,"List: {A}, {B}. Top item:"
green,yellow,green,"List: {A}, {B}. Top item:"
green,purple,green,"List: {A}, {B}. Top item:"
yellow,red,red,"List: {A}, {B}. Top item:"
yellow,blue,blue,"List: {A}, {B}. Top item:"
yellow,green,yellow,"List: {A}, {B}. Top item:"
yellow,purple,yellow,"List: {A}, {B}. Top item:"
purple,red,purple,"List: {A}, {B}. Top item:"
purple,blue,blue,"List: {A}, {B}. Top item:"
purple,green,purple,"List: {A}, {B}. Top item:"
purple,yellow,purple,"List: {A}, {B}. Top item:"
red,blue,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,yellow,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,red,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,green,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,yellow,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,red,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,blue,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,yellow,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,red,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,blue,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,red,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,blue,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,yellow,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,blue,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,green,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,yellow,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,purple,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,red,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,green,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,yellow,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,purple,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,red,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,blue,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,yellow,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,purple,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,red,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,blue,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,green,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,purple,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,red,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,blue,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,green,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,yellow,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,blue,red,Log: User viewed {A} and {B}. User chose
red,green,red,Log: User viewed {A} and {B}. User chose
red,yellow,red,Log: User viewed {A} and {B}. User chose
red,purple,purple,Log: User viewed {A} and {B}. User chose
blue,red,blue,Log: User viewed {A} and {B}. User chose
blue,green,blue,Log: User viewed {A} and {B}. User chose
blue,yellow,blue,Log: User viewed {A} and {B}. User chose
blue,purple,blue,Log: User viewed {A} and {B}. User chose
green,red,green,Log: User viewed {A} and {B}. User chose
green,blue,blue,Log: User viewed {A} and {B}. User chose
green,yellow,green,Log: User viewed {A} and {B}. User chose
green,purple,purple,Log: User viewed {A} and {B}. User chose
yellow,red,yellow,Log: User viewed {A} and {B}. User chose
yellow,blue,yellow,Log: User viewed {A} and {B}. User chose
yellow,green,yellow,Log: User viewed {A} and {B}. User chose
yellow,purple,yellow,Log: User viewed {A} and {B}. User chose
purple,red,purple,Log: User viewed {A} and {B}. User chose
purple,blue,purple,Log: User viewed {A} and {B}. User chose
purple,green,purple,Log: User viewed {A} and {B}. User chose
purple,yellow,purple,Log: User viewed {A} and {B}. User chose
red,blue,red,"const options = ['{A}', '{B}']; const selected ="
red,green,red,"const options = ['{A}', '{B}']; const selected ="
red,yellow,red,"const options = ['{A}', '{B}']; const selected ="
red,purple,red,"const options = ['{A}', '{B}']; const selected ="
blue,red,blue,"const options = ['{A}', '{B}']; const selected ="
blue,green,blue,"const options = ['{A}', '{B}']; const selected ="
blue,yellow,blue,"const options = ['{A}', '{B}']; const selected ="
blue,purple,blue,"const options = ['{A}', '{B}']; const selected ="
green,red,green,"const options = ['{A}', '{B}']; const selected ="
green,blue,green,"const options = ['{A}', '{B}']; const selected ="
green,yellow,green,"const options = ['{A}', '{B}']; const selected ="
green,purple,green,"const options = ['{A}', '{B}']; const selected ="
yellow,red,red,"const options = ['{A}', '{B}']; const selected ="
yellow,blue,yellow,"const options = ['{A}', '{B}']; const selected ="
yellow,green,yellow,"const options = ['{A}', '{B}']; const selected ="
yellow,purple,yellow,"const options = ['{A}', '{B}']; const selected ="
purple,red,red,"const options = ['{A}', '{B}']; const selected ="
purple,blue,blue,"const options = ['{A}', '{B}']; const selected ="
purple,green,purple,"const options = ['{A}', '{B}']; const selected ="
purple,yellow,purple,"const options = ['{A}', '{B}']; const selected ="
red,blue,red,if (choice == '{A}' || choice == '{B}') return
red,green,red,if (choice == '{A}' || choice == '{B}') return
red,yellow,red,if (choice == '{A}' || choice == '{B}') return
red,purple,red,if (choice == '{A}' || choice == '{B}') return
blue,red,blue,if (choice == '{A}' || choice == '{B}') return
blue,green,blue,if (choice == '{A}' || choice == '{B}') return
blue,yellow,blue,if (choice == '{A}' || choice == '{B}') return
blue,purple,blue,if (choice == '{A}' || choice == '{B}') return
green,red,green,if (choice == '{A}' || choice == '{B}') return
green,blue,green,if (choice == '{A}' || choice == '{B}') return
green,yellow,green,if (choice == '{A}' || choice == '{B}') return
green,purple,green,if (choice == '{A}' || choice == '{B}') return
yellow,red,yellow,if (choice == '{A}' || choice == '{B}') return
yellow,blue,yellow,if (choice == '{A}' || choice == '{B}') return
yellow,green,yellow,if (choice == '{A}' || choice == '{B}') return
yellow,purple,yellow,if (choice == '{A}' || choice == '{B}') return
purple,red,purple,if (choice == '{A}' || choice == '{B}') return
purple,blue,purple,if (choice == '{A}' || choice == '{B}') return
purple,green,purple,if (choice == '{A}' || choice == '{B}') return
purple,yellow,purple,if (choice == '{A}' || choice == '{B}') return
red,blue,red,">>> select('{A}', '{B}')
"
red,green,red,">>> select('{A}', '{B}')
"
red,yellow,red,">>> select('{A}', '{B}')
"
red,purple,red,">>> select('{A}', '{B}')
"
blue,red,blue,">>> select('{A}', '{B}')
"
blue,green,blue,">>> select('{A}', '{B}')
"
blue,yellow,blue,">>> select('{A}', '{B}')
"
blue,purple,blue,">>> select('{A}', '{B}')
"
green,red,green,">>> select('{A}', '{B}')
"
green,blue,green,">>> select('{A}', '{B}')
"
green,yellow,green,">>> select('{A}', '{B}')
"
green,purple,purple,">>> select('{A}', '{B}')
"
yellow,red,yellow,">>> select('{A}', '{B}')
"
yellow,blue,yellow,">>> select('{A}', '{B}')
"
yellow,green,yellow,">>> select('{A}', '{B}')
"
yellow,purple,yellow,">>> select('{A}', '{B}')
"
purple,red,purple,">>> select('{A}', '{B}')
"
purple,blue,purple,">>> select('{A}', '{B}')
"
purple,green,purple,">>> select('{A}', '{B}')
"
purple,yellow,purple,">>> select('{A}', '{B}')
"
red,blue,red,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
red,green,red,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
red,yellow,red,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
red,purple,red,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
blue,red,blue,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
blue,green,blue,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
blue,yellow,blue,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
blue,purple,blue,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
green,red,green,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
green,blue,green,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
green,yellow,green,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
green,purple,green,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
yellow,red,yellow,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
yellow,blue,yellow,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
yellow,green,yellow,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
yellow,purple,yellow,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
purple,red,purple,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
purple,blue,purple,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
purple,green,purple,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
purple,yellow,purple,switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
red,blue,red,"# Config
active_color: {A} | {B}
set:"
red,green,red,"# Config
active_color: {A} | {B}
set:"
red,yellow,red,"# Config
active_color: {A} | {B}
set:"
