,template,option_a,option_b,prompt,score_a,score_b
11,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Which do you prefer?
Answer: ",-1.0537109375,-0.4287109375
12,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Which do you prefer?
Answer: ",-1.4775390625,-0.259033203125
13,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Which do you prefer?
Answer: ",-1.857421875,-0.1697998046875
14,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Which do you prefer?
Answer: ",-2.3359375,-0.10174560546875
15,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Which do you prefer?
Answer: ",-1.765625,-0.1876220703125
16,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Which do you prefer?
Answer: ",-1.201171875,-0.357666015625
17,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Which do you prefer?
Answer: ",-1.5634765625,-0.235107421875
18,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Which do you prefer?
Answer: ",-1.896484375,-0.16259765625
19,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Which do you prefer?
Answer: ",-1.4296875,-0.273681640625
20,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-1.0947265625,-0.407470703125
21,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-1.234375,-0.343994140625
22,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-1.07421875,-0.41796875
23,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-1.13671875,-0.386962890625
24,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-0.96435546875,-0.47998046875
25,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-1.201171875,-0.357666015625
26,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-1.00390625,-0.45654296875
27,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-1.0947265625,-0.407470703125
28,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-0.701171875,-0.685546875
29,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-0.8349609375,-0.5693359375
30,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-0.76611328125,-0.62548828125
31,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-0.8349609375,-0.5693359375
32,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-1.1259765625,-0.391845703125
33,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-1.1796875,-0.3671875
34,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-1.37109375,-0.29296875
35,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-1.2236328125,-0.348388671875
36,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-0.96435546875,-0.47998046875
37,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-1.0439453125,-0.43408203125
38,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-1.1474609375,-0.3818359375
39,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-0.97412109375,-0.47412109375
40,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
What is your preference?
Answer: ",-1.2568359375,-0.3349609375
41,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
What is your preference?
Answer: ",-1.55078125,-0.2384033203125
42,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
What is your preference?
Answer: ",-1.212890625,-0.35302734375
43,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
What is your preference?
Answer: ",-1.3359375,-0.304931640625
44,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
What is your preference?
Answer: ",-1.1474609375,-0.3818359375
45,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
What is your preference?
Answer: ",-1.6630859375,-0.210205078125
46,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
What is your preference?
Answer: ",-1.2236328125,-0.348388671875
47,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
What is your preference?
Answer: ",-1.4296875,-0.273681640625
48,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
What is your preference?
Answer: ",-0.7412109375,-0.6474609375
49,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
What is your preference?
Answer: ",-1.0234375,-0.4453125
50,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
What is your preference?
Answer: ",-0.78271484375,-0.61083984375
51,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
What is your preference?
Answer: ",-0.97412109375,-0.47412109375
52,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
What is your preference?
Answer: ",-1.3251953125,-0.30908203125
53,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
What is your preference?
Answer: ",-1.5751953125,-0.2318115234375
54,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
What is your preference?
Answer: ",-1.9365234375,-0.1556396484375
55,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
What is your preference?
Answer: ",-1.5634765625,-0.235107421875
56,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
What is your preference?
Answer: ",-1.1162109375,-0.39697265625
57,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
What is your preference?
Answer: ",-1.3828125,-0.2890625
58,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
What is your preference?
Answer: ",-1.55078125,-0.2384033203125
59,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
What is your preference?
Answer: ",-1.212890625,-0.35302734375
60,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Which option do you prefer?
Answer: ",-1.6376953125,-0.2161865234375
61,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Which option do you prefer?
Answer: ",-2.03125,-0.140625
62,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Which option do you prefer?
Answer: ",-1.6005859375,-0.2254638671875
63,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Which option do you prefer?
Answer: ",-1.7138671875,-0.1986083984375
64,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Which option do you prefer?
Answer: ",-1.279296875,-0.326171875
65,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Which option do you prefer?
Answer: ",-2.03125,-0.140625
66,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Which option do you prefer?
Answer: ",-1.4296875,-0.273681640625
67,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Which option do you prefer?
Answer: ",-1.701171875,-0.2015380859375
68,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Which option do you prefer?
Answer: ",-0.73291015625,-0.65478515625
69,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Which option do you prefer?
Answer: ",-1.13671875,-0.386962890625
70,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
Which option do you prefer?
Answer: ",-0.87060546875,-0.54248046875
71,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Which option do you prefer?
Answer: ",-1.064453125,-0.42333984375
72,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Which option do you prefer?
Answer: ",-1.5390625,-0.24169921875
73,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Which option do you prefer?
Answer: ",-1.9775390625,-0.149169921875
74,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Which option do you prefer?
Answer: ",-2.53515625,-0.08258056640625
75,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Which option do you prefer?
Answer: ",-1.9365234375,-0.15576171875
76,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Which option do you prefer?
Answer: ",-1.234375,-0.343994140625
77,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Which option do you prefer?
Answer: ",-1.6630859375,-0.2103271484375
78,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Which option do you prefer?
Answer: ",-2.05859375,-0.1365966796875
79,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Which option do you prefer?
Answer: ",-1.513671875,-0.24853515625
80,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Between them, which do you favor?
Answer: ",-0.98388671875,-0.46826171875
81,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Between them, which do you favor?
Answer: ",-1.2568359375,-0.3349609375
82,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Between them, which do you favor?
Answer: ",-0.98388671875,-0.46826171875
83,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Between them, which do you favor?
Answer: ",-1.033203125,-0.439697265625
84,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Between them, which do you favor?
Answer: ",-0.826171875,-0.576171875
85,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Between them, which do you favor?
Answer: ",-1.3251953125,-0.309326171875
86,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Between them, which do you favor?
Answer: ",-0.92626953125,-0.50439453125
87,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Between them, which do you favor?
Answer: ",-1.0439453125,-0.434326171875
88,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Between them, which do you favor?
Answer: ",-0.576171875,-0.826171875
89,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Between them, which do you favor?
Answer: ",-0.826171875,-0.576171875
90,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
Between them, which do you favor?
Answer: ",-0.6181640625,-0.7744140625
91,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Between them, which do you favor?
Answer: ",-0.76611328125,-0.62548828125
92,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Between them, which do you favor?
Answer: ",-0.99365234375,-0.46240234375
93,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Between them, which do you favor?
Answer: ",-1.2021484375,-0.35791015625
94,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Between them, which do you favor?
Answer: ",-1.587890625,-0.2286376953125
95,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Between them, which do you favor?
Answer: ",-1.1904296875,-0.362548828125
96,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Between them, which do you favor?
Answer: ",-0.8173828125,-0.5830078125
97,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Between them, which do you favor?
Answer: ",-1.033203125,-0.43994140625
98,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Between them, which do you favor?
Answer: ",-1.279296875,-0.326171875
99,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Between them, which do you favor?
Answer: ",-0.97412109375,-0.47412109375
100,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
option 1 or 2?
Answer: ",-0.24853515625,-1.513671875
101,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
option 1 or 2?
Answer: ",-0.29296875,-1.37109375
102,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
option 1 or 2?
Answer: ",-0.259033203125,-1.4775390625
103,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
option 1 or 2?
Answer: ",-0.29296875,-1.37109375
104,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
option 1 or 2?
Answer: ",-0.301025390625,-1.34765625
105,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
option 1 or 2?
Answer: ",-0.35302734375,-1.212890625
106,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
option 1 or 2?
Answer: ",-0.304931640625,-1.3359375
107,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
option 1 or 2?
Answer: ",-0.3349609375,-1.2568359375
108,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
option 1 or 2?
Answer: ",-0.27734375,-1.41796875
109,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
option 1 or 2?
Answer: ",-0.301025390625,-1.34765625
110,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
option 1 or 2?
Answer: ",-0.27001953125,-1.44140625
111,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
option 1 or 2?
Answer: ",-0.301025390625,-1.34765625
112,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
option 1 or 2?
Answer: ",-0.41796875,-1.07421875
113,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
option 1 or 2?
Answer: ",-0.41259765625,-1.0849609375
114,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
option 1 or 2?
Answer: ",-0.47412109375,-0.97412109375
115,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
option 1 or 2?
Answer: ",-0.39697265625,-1.1162109375
116,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
option 1 or 2?
Answer: ",-0.296875,-1.359375
117,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
option 1 or 2?
Answer: ",-0.30908203125,-1.3251953125
118,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
option 1 or 2?
Answer: ",-0.317626953125,-1.3017578125
119,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
option 1 or 2?
Answer: ",-0.26611328125,-1.4541015625
120,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Indicate your preference.
Answer: ",-1.2568359375,-0.3349609375
121,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Indicate your preference.
Answer: ",-1.5263671875,-0.2451171875
122,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Indicate your preference.
Answer: ",-1.2568359375,-0.3349609375
123,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Indicate your preference.
Answer: ",-1.37109375,-0.29296875
124,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Indicate your preference.
Answer: ",-1.1474609375,-0.3818359375
125,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Indicate your preference.
Answer: ",-1.740234375,-0.1929931640625
126,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Indicate your preference.
Answer: ",-1.3251953125,-0.30908203125
127,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Indicate your preference.
Answer: ",-1.513671875,-0.24853515625
128,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Indicate your preference.
Answer: ",-0.708984375,-0.677734375
129,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Indicate your preference.
Answer: ",-1.0439453125,-0.43408203125
