item_a,item_b,prob_item_a,prob_item_b,winner,template
red,purple,0.20930814743041992,0.20355850458145142,red,"Candidates: {A}, {B}. Chosen:"
blue,red,0.3210131525993347,0.27790164947509766,blue,"Candidates: {A}, {B}. Chosen:"
blue,green,0.2583450675010681,0.27740478515625,green,"Candidates: {A}, {B}. Chosen:"
blue,yellow,0.27168911695480347,0.2536422610282898,blue,"Candidates: {A}, {B}. Chosen:"
blue,purple,0.22804737091064453,0.27174246311187744,purple,"Candidates: {A}, {B}. Chosen:"
green,red,0.2651280164718628,0.25944703817367554,green,"Candidates: {A}, {B}. Chosen:"
green,blue,0.2574111223220825,0.2518887519836426,green,"Candidates: {A}, {B}. Chosen:"
green,yellow,0.2306598424911499,0.17596334218978882,green,"Candidates: {A}, {B}. Chosen:"
green,purple,0.1806333065032959,0.23667746782302856,purple,"Candidates: {A}, {B}. Chosen:"
yellow,red,0.28126007318496704,0.2271031141281128,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,blue,0.2730579376220703,0.20856964588165283,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,green,0.28423142433166504,0.1978079080581665,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,purple,0.1900928020477295,0.17530947923660278,yellow,"Candidates: {A}, {B}. Chosen:"
purple,red,0.2556683421134949,0.21458441019058228,purple,"Candidates: {A}, {B}. Chosen:"
purple,blue,0.284013032913208,0.21635973453521729,purple,"Candidates: {A}, {B}. Chosen:"
purple,green,0.26040828227996826,0.22316241264343262,purple,"Candidates: {A}, {B}. Chosen:"
purple,yellow,0.23293322324752808,0.1995023488998413,purple,"Candidates: {A}, {B}. Chosen:"
red,blue,0.16594922542572021,0.037690162658691406,red,Task: Select {A} or {B}. Output:
red,green,0.15344929695129395,0.0356026291847229,red,Task: Select {A} or {B}. Output:
red,yellow,0.17644232511520386,0.032389938831329346,red,Task: Select {A} or {B}. Output:
red,purple,0.1917063593864441,0.025197148323059082,red,Task: Select {A} or {B}. Output:
blue,red,0.11391448974609375,0.07233446836471558,blue,Task: Select {A} or {B}. Output:
blue,green,0.09921848773956299,0.0286862850189209,blue,Task: Select {A} or {B}. Output:
blue,yellow,0.11726731061935425,0.02667820453643799,blue,Task: Select {A} or {B}. Output:
blue,purple,0.12055432796478271,0.015984296798706055,blue,Task: Select {A} or {B}. Output:
green,red,0.11164659261703491,0.07039707899093628,green,Task: Select {A} or {B}. Output:
green,blue,0.10813450813293457,0.02657228708267212,green,Task: Select {A} or {B}. Output:
green,yellow,0.12345975637435913,0.022356510162353516,green,Task: Select {A} or {B}. Output:
green,purple,0.11882561445236206,0.017707884311676025,green,Task: Select {A} or {B}. Output:
yellow,red,0.09825778007507324,0.07078331708908081,yellow,Task: Select {A} or {B}. Output:
yellow,blue,0.08782744407653809,0.03709465265274048,yellow,Task: Select {A} or {B}. Output:
yellow,green,0.09079790115356445,0.040556490421295166,yellow,Task: Select {A} or {B}. Output:
yellow,purple,0.10166352987289429,0.0186576247215271,yellow,Task: Select {A} or {B}. Output:
purple,red,0.12580889463424683,0.12478578090667725,purple,Task: Select {A} or {B}. Output:
purple,blue,0.1053849458694458,0.07133424282073975,purple,Task: Select {A} or {B}. Output:
purple,green,0.10106956958770752,0.05510258674621582,purple,Task: Select {A} or {B}. Output:
purple,yellow,0.12703222036361694,0.06180483102798462,purple,Task: Select {A} or {B}. Output:
red,blue,0.39391201734542847,0.13790488243103027,red,Please choose between {A} and {B}. Choice:
red,green,0.3035605549812317,0.3367697596549988,green,Please choose between {A} and {B}. Choice:
red,yellow,0.3373672366142273,0.11460608243942261,red,Please choose between {A} and {B}. Choice:
red,purple,0.3449062705039978,0.09234213829040527,red,Please choose between {A} and {B}. Choice:
blue,red,0.28611087799072266,0.08305561542510986,blue,Please choose between {A} and {B}. Choice:
blue,green,0.28400611877441406,0.21514958143234253,blue,Please choose between {A} and {B}. Choice:
blue,yellow,0.272868275642395,0.08564168214797974,blue,Please choose between {A} and {B}. Choice:
blue,purple,0.31196361780166626,0.0532647967338562,blue,Please choose between {A} and {B}. Choice:
green,red,0.6556536555290222,0.08314734697341919,green,Please choose between {A} and {B}. Choice:
green,blue,0.5243485569953918,0.08342587947845459,green,Please choose between {A} and {B}. Choice:
green,yellow,0.5725104212760925,0.10991591215133667,green,Please choose between {A} and {B}. Choice:
green,purple,0.53907710313797,0.09060466289520264,green,Please choose between {A} and {B}. Choice:
yellow,red,0.5088304281234741,0.06188589334487915,yellow,Please choose between {A} and {B}. Choice:
yellow,blue,0.5323722958564758,0.08074963092803955,yellow,Please choose between {A} and {B}. Choice:
yellow,green,0.48722028732299805,0.19518667459487915,yellow,Please choose between {A} and {B}. Choice:
yellow,purple,0.5470117926597595,0.053460538387298584,yellow,Please choose between {A} and {B}. Choice:
purple,red,0.3459612727165222,0.11388546228408813,purple,Please choose between {A} and {B}. Choice:
purple,blue,0.3365824818611145,0.14588427543640137,purple,Please choose between {A} and {B}. Choice:
purple,green,0.36014866828918457,0.23529189825057983,purple,Please choose between {A} and {B}. Choice:
purple,yellow,0.4058476686477661,0.10766083002090454,purple,Please choose between {A} and {B}. Choice:
red,blue,0.20551395416259766,0.08650577068328857,red,A or B? {A} vs {B} ->
red,green,0.16832995414733887,0.0609513521194458,red,A or B? {A} vs {B} ->
red,yellow,0.23376774787902832,0.08100879192352295,red,A or B? {A} vs {B} ->
red,purple,0.25338590145111084,0.09078723192214966,red,A or B? {A} vs {B} ->
blue,red,0.14294087886810303,0.11023694276809692,blue,A or B? {A} vs {B} ->
blue,green,0.13184809684753418,0.07487320899963379,blue,A or B? {A} vs {B} ->
blue,yellow,0.14647555351257324,0.07821804285049438,blue,A or B? {A} vs {B} ->
blue,purple,0.14252638816833496,0.09850209951400757,blue,A or B? {A} vs {B} ->
green,red,0.08176165819168091,0.08151835203170776,green,A or B? {A} vs {B} ->
green,blue,0.09707379341125488,0.07855361700057983,green,A or B? {A} vs {B} ->
green,yellow,0.09730762243270874,0.06557667255401611,green,A or B? {A} vs {B} ->
green,purple,0.08290767669677734,0.07589530944824219,green,A or B? {A} vs {B} ->
yellow,red,0.16102898120880127,0.10703599452972412,yellow,A or B? {A} vs {B} ->
yellow,blue,0.15086960792541504,0.09140706062316895,yellow,A or B? {A} vs {B} ->
yellow,green,0.1481134295463562,0.07621902227401733,yellow,A or B? {A} vs {B} ->
yellow,purple,0.13236641883850098,0.09739041328430176,yellow,A or B? {A} vs {B} ->
purple,red,0.25505149364471436,0.1251307725906372,purple,A or B? {A} vs {B} ->
purple,blue,0.2594418525695801,0.10050618648529053,purple,A or B? {A} vs {B} ->
purple,green,0.19484639167785645,0.07141733169555664,purple,A or B? {A} vs {B} ->
purple,yellow,0.2405414581298828,0.08353281021118164,purple,A or B? {A} vs {B} ->
red,blue,0.07436275482177734,0.070639967918396,red,Which is preferred: {A} or {B}? Answer:
red,green,0.09004515409469604,0.046175241470336914,red,Which is preferred: {A} or {B}? Answer:
red,yellow,0.1142735481262207,0.0419885516166687,red,Which is preferred: {A} or {B}? Answer:
red,purple,0.1156499981880188,0.09935891628265381,red,Which is preferred: {A} or {B}? Answer:
blue,red,0.1144942045211792,0.026623189449310303,blue,Which is preferred: {A} or {B}? Answer:
blue,green,0.11909836530685425,0.027136266231536865,blue,Which is preferred: {A} or {B}? Answer:
blue,yellow,0.140647292137146,0.035438716411590576,blue,Which is preferred: {A} or {B}? Answer:
blue,purple,0.14133810997009277,0.05005449056625366,blue,Which is preferred: {A} or {B}? Answer:
green,red,0.1364980936050415,0.03590470552444458,green,Which is preferred: {A} or {B}? Answer:
green,blue,0.10735344886779785,0.04918968677520752,green,Which is preferred: {A} or {B}? Answer:
green,yellow,0.15495163202285767,0.035774409770965576,green,Which is preferred: {A} or {B}? Answer:
green,purple,0.13983851671218872,0.05255407094955444,green,Which is preferred: {A} or {B}? Answer:
yellow,red,0.16349554061889648,0.04182612895965576,yellow,Which is preferred: {A} or {B}? Answer:
yellow,blue,0.16212284564971924,0.0854729413986206,yellow,Which is preferred: {A} or {B}? Answer:
yellow,green,0.16278809309005737,0.0531536340713501,yellow,Which is preferred: {A} or {B}? Answer:
yellow,purple,0.16897356510162354,0.07615995407104492,yellow,Which is preferred: {A} or {B}? Answer:
purple,red,0.23839855194091797,0.04506814479827881,purple,Which is preferred: {A} or {B}? Answer:
purple,blue,0.1916937232017517,0.09002572298049927,purple,Which is preferred: {A} or {B}? Answer:
purple,green,0.2146335244178772,0.04355752468109131,purple,Which is preferred: {A} or {B}? Answer:
purple,yellow,0.24809592962265015,0.054808855056762695,purple,Which is preferred: {A} or {B}? Answer:
red,blue,0.13267672061920166,0.17694491147994995,blue,Vote: {A} or {B}. Result:
red,green,0.12431281805038452,0.19723808765411377,green,Vote: {A} or {B}. Result:
red,yellow,0.17544829845428467,0.17462080717086792,red,Vote: {A} or {B}. Result:
red,purple,0.1271396279335022,0.27297163009643555,purple,Vote: {A} or {B}. Result:
blue,red,0.16703927516937256,0.12232637405395508,blue,Vote: {A} or {B}. Result:
blue,green,0.16833847761154175,0.16615229845046997,blue,Vote: {A} or {B}. Result:
blue,yellow,0.19449907541275024,0.21801644563674927,yellow,Vote: {A} or {B}. Result:
blue,purple,0.12922704219818115,0.21472084522247314,purple,Vote: {A} or {B}. Result:
green,red,0.11212962865829468,0.19790536165237427,red,Vote: {A} or {B}. Result:
green,blue,0.12081217765808105,0.21715545654296875,blue,Vote: {A} or {B}. Result:
green,yellow,0.13792115449905396,0.18025600910186768,yellow,Vote: {A} or {B}. Result:
green,purple,0.11006724834442139,0.2987927198410034,purple,Vote: {A} or {B}. Result:
yellow,red,0.14847952127456665,0.18350154161453247,red,Vote: {A} or {B}. Result:
yellow,blue,0.16784262657165527,0.19270682334899902,blue,Vote: {A} or {B}. Result:
yellow,green,0.15002506971359253,0.14820724725723267,yellow,Vote: {A} or {B}. Result:
yellow,purple,0.14745104312896729,0.1777641773223877,purple,Vote: {A} or {B}. Result:
purple,red,0.2525644302368164,0.1985822319984436,purple,Vote: {A} or {B}. Result:
purple,blue,0.24314355850219727,0.16210168600082397,purple,Vote: {A} or {B}. Result:
purple,green,0.2463914155960083,0.14240622520446777,purple,Vote: {A} or {B}. Result:
purple,yellow,0.25826531648635864,0.17334270477294922,purple,Vote: {A} or {B}. Result:
red,blue,0.11596870422363281,0.06869864463806152,red,{A} / {B}. Selection:
red,green,0.10729086399078369,0.10470163822174072,red,{A} / {B}. Selection:
red,yellow,0.0995984673500061,0.05220985412597656,red,{A} / {B}. Selection:
red,purple,0.1403125524520874,0.11385393142700195,red,{A} / {B}. Selection:
blue,red,0.10485315322875977,0.10352861881256104,blue,{A} / {B}. Selection:
blue,green,0.13109815120697021,0.06627273559570312,blue,{A} / {B}. Selection:
blue,yellow,0.14504635334014893,0.0800325870513916,blue,{A} / {B}. Selection:
blue,purple,0.13720488548278809,0.07483410835266113,blue,{A} / {B}. Selection:
green,red,0.12220597267150879,0.13986265659332275,red,{A} / {B}. Selection:
green,blue,0.12730193138122559,0.0735788345336914,green,{A} / {B}. Selection:
green,yellow,0.1131753921508789,0.07352155447006226,green,{A} / {B}. Selection:
green,purple,0.10679399967193604,0.11821675300598145,purple,{A} / {B}. Selection:
yellow,red,0.0773993730545044,0.08638358116149902,red,{A} / {B}. Selection:
yellow,blue,0.0925898551940918,0.07500123977661133,yellow,{A} / {B}. Selection:
yellow,green,0.12402582168579102,0.11542201042175293,yellow,{A} / {B}. Selection:
yellow,purple,0.09780001640319824,0.15078234672546387,purple,{A} / {B}. Selection:
purple,red,0.07754898071289062,0.09899532794952393,red,{A} / {B}. Selection:
purple,blue,0.11089837551116943,0.06500029563903809,purple,{A} / {B}. Selection:
purple,green,0.11192846298217773,0.08412683010101318,purple,{A} / {B}. Selection:
purple,yellow,0.08696818351745605,0.09963738918304443,yellow,{A} / {B}. Selection:
red,blue,0.10940885543823242,0.06748753786087036,red,Name: {A}. Name: {B}. Preferred:
red,green,0.0918390154838562,0.05281013250350952,red,Name: {A}. Name: {B}. Preferred:
red,yellow,0.08709293603897095,0.08618569374084473,red,Name: {A}. Name: {B}. Preferred:
red,purple,0.0849115252494812,0.028626561164855957,red,Name: {A}. Name: {B}. Preferred:
blue,red,0.10641878843307495,0.06896775960922241,blue,Name: {A}. Name: {B}. Preferred:
blue,green,0.07238399982452393,0.04454207420349121,blue,Name: {A}. Name: {B}. Preferred:
blue,yellow,0.08576476573944092,0.0684363842010498,blue,Name: {A}. Name: {B}. Preferred:
blue,purple,0.0886077880859375,0.03239709138870239,blue,Name: {A}. Name: {B}. Preferred:
green,red,0.08487540483474731,0.0693368911743164,green,Name: {A}. Name: {B}. Preferred:
green,blue,0.06802874803543091,0.05430954694747925,green,Name: {A}. Name: {B}. Preferred:
green,yellow,0.07738465070724487,0.07447922229766846,green,Name: {A}. Name: {B}. Preferred:
green,purple,0.05750918388366699,0.02816164493560791,green,Name: {A}. Name: {B}. Preferred:
yellow,red,0.11803638935089111,0.05519211292266846,yellow,Name: {A}. Name: {B}. Preferred:
yellow,blue,0.09385693073272705,0.060722529888153076,yellow,Name: {A}. Name: {B}. Preferred:
yellow,green,0.0923076868057251,0.04909563064575195,yellow,Name: {A}. Name: {B}. Preferred:
yellow,purple,0.08462882041931152,0.026670634746551514,yellow,Name: {A}. Name: {B}. Preferred:
purple,red,0.06372755765914917,0.07431095838546753,red,Name: {A}. Name: {B}. Preferred:
purple,blue,0.05487746000289917,0.07792413234710693,blue,Name: {A}. Name: {B}. Preferred:
purple,green,0.048295795917510986,0.05771231651306152,green,Name: {A}. Name: {B}. Preferred:
purple,yellow,0.04964256286621094,0.087654709815979,yellow,Name: {A}. Name: {B}. Preferred:
red,blue,0.275005578994751,0.1565442681312561,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,green,0.22092527151107788,0.17124563455581665,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,yellow,0.23878329992294312,0.11867350339889526,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,purple,0.2637791037559509,0.10340690612792969,red,"Item 1: {A}
Item 2: {B}
Selection:"
blue,red,0.2174224853515625,0.20414310693740845,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,green,0.1738094687461853,0.14392095804214478,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,yellow,0.19950032234191895,0.12794208526611328,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,purple,0.218766450881958,0.1443280577659607,blue,"Item 1: {A}
Item 2: {B}
Selection:"
green,red,0.22192758321762085,0.19802188873291016,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,blue,0.19394320249557495,0.12734830379486084,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,yellow,0.20794689655303955,0.12817144393920898,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,purple,0.20180290937423706,0.11778134107589722,green,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,red,0.20160633325576782,0.15881991386413574,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,blue,0.20892202854156494,0.1132347583770752,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,green,0.19759231805801392,0.13569307327270508,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,purple,0.19905799627304077,0.08085078001022339,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
purple,red,0.19036757946014404,0.19995445013046265,red,"Item 1: {A}
Item 2: {B}
Selection:"
purple,blue,0.20455831289291382,0.1645338535308838,purple,"Item 1: {A}
Item 2: {B}
Selection:"
purple,green,0.1576572060585022,0.19507098197937012,green,"Item 1: {A}
Item 2: {B}
Selection:"
purple,yellow,0.17479699850082397,0.14171361923217773,purple,"Item 1: {A}
Item 2: {B}
Selection:"
red,blue,0.018958985805511475,0.0025548934936523438,red,"Input: [{A}, {B}]
Output:"
red,green,0.02367424964904785,0.004913449287414551,red,"Input: [{A}, {B}]
Output:"
red,yellow,0.027373015880584717,0.00234299898147583,red,"Input: [{A}, {B}]
Output:"
red,purple,0.028626441955566406,0.005644798278808594,red,"Input: [{A}, {B}]
Output:"
blue,red,0.006404519081115723,0.005640804767608643,blue,"Input: [{A}, {B}]
Output:"
blue,green,0.008857250213623047,0.006574094295501709,blue,"Input: [{A}, {B}]
Output:"
blue,yellow,0.009231388568878174,0.0025458335876464844,blue,"Input: [{A}, {B}]
Output:"
blue,purple,0.009190201759338379,0.003219306468963623,blue,"Input: [{A}, {B}]
Output:"
green,red,0.012408971786499023,0.006564199924468994,green,"Input: [{A}, {B}]
Output:"
green,blue,0.017113208770751953,0.003175199031829834,green,"Input: [{A}, {B}]
Output:"
green,yellow,0.01698225736618042,0.0018981695175170898,green,"Input: [{A}, {B}]
Output:"
green,purple,0.017393171787261963,0.002288520336151123,green,"Input: [{A}, {B}]
Output:"
yellow,red,0.004303634166717529,0.0068624019622802734,red,"Input: [{A}, {B}]
Output:"
yellow,blue,0.004374146461486816,0.0034252405166625977,yellow,"Input: [{A}, {B}]
Output:"
yellow,green,0.005813539028167725,0.005550980567932129,yellow,"Input: [{A}, {B}]
Output:"
yellow,purple,0.007100045680999756,0.0031592845916748047,yellow,"Input: [{A}, {B}]
Output:"
purple,red,0.0053730010986328125,0.0064206719398498535,red,"Input: [{A}, {B}]
Output:"
purple,blue,0.005651116371154785,0.003580629825592041,purple,"Input: [{A}, {B}]
Output:"
purple,green,0.0048288702964782715,0.004996597766876221,green,"Input: [{A}, {B}]
Output:"
purple,yellow,0.006112217903137207,0.003120124340057373,purple,"Input: [{A}, {B}]
Output:"
red,blue,0.2836511731147766,0.06478404998779297,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,green,0.2518232464790344,0.11739623546600342,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,yellow,0.2281588315963745,0.07795101404190063,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,purple,0.2054615616798401,0.08957564830780029,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,red,0.15226131677627563,0.2936689853668213,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,green,0.1500082015991211,0.20426762104034424,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,yellow,0.15659493207931519,0.12464052438735962,blue,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,purple,0.12833625078201294,0.14264953136444092,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,red,0.2043750286102295,0.21699893474578857,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,blue,0.2270033359527588,0.07650136947631836,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,yellow,0.21253430843353271,0.08793491125106812,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,purple,0.17822837829589844,0.07506060600280762,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,red,0.1624583601951599,0.29087692499160767,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,blue,0.19758403301239014,0.1316213607788086,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,green,0.18068355321884155,0.22860699892044067,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,purple,0.14721518754959106,0.08776086568832397,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,red,0.14238160848617554,0.25759559869766235,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,blue,0.1685018539428711,0.12427020072937012,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,green,0.15726381540298462,0.1616584062576294,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,yellow,0.14622896909713745,0.11064362525939941,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,blue,0.45777565240859985,0.10608768463134766,red,"Dataset: {A}, {B}. Filtered:"
red,green,0.369204580783844,0.12290436029434204,red,"Dataset: {A}, {B}. Filtered:"
red,yellow,0.41662341356277466,0.06927978992462158,red,"Dataset: {A}, {B}. Filtered:"
red,purple,0.40884941816329956,0.07117527723312378,red,"Dataset: {A}, {B}. Filtered:"
blue,red,0.4021296501159668,0.1790391206741333,blue,"Dataset: {A}, {B}. Filtered:"
blue,green,0.31431394815444946,0.12984967231750488,blue,"Dataset: {A}, {B}. Filtered:"
blue,yellow,0.40880364179611206,0.06664592027664185,blue,"Dataset: {A}, {B}. Filtered:"
blue,purple,0.3270295262336731,0.0975756049156189,blue,"Dataset: {A}, {B}. Filtered:"
green,red,0.3735000491142273,0.16073352098464966,green,"Dataset: {A}, {B}. Filtered:"
green,blue,0.3041972517967224,0.11692899465560913,green,"Dataset: {A}, {B}. Filtered:"
green,yellow,0.3424193859100342,0.07658028602600098,green,"Dataset: {A}, {B}. Filtered:"
green,purple,0.29190540313720703,0.09895068407058716,green,"Dataset: {A}, {B}. Filtered:"
yellow,red,0.3670734167098999,0.17617732286453247,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,blue,0.35491520166397095,0.1588383913040161,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,green,0.36150556802749634,0.1588614583015442,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,purple,0.31067997217178345,0.10596823692321777,yellow,"Dataset: {A}, {B}. Filtered:"
purple,red,0.4340686798095703,0.1606113314628601,purple,"Dataset: {A}, {B}. Filtered:"
purple,blue,0.39443856477737427,0.14018654823303223,purple,"Dataset: {A}, {B}. Filtered:"
purple,green,0.4065455198287964,0.11227136850357056,purple,"Dataset: {A}, {B}. Filtered:"
purple,yellow,0.4368988871574402,0.07072901725769043,purple,"Dataset: {A}, {B}. Filtered:"
red,blue,0.010322391986846924,0.0017986297607421875,red,"[ {A}, {B} ] Selected index:"
red,green,0.011783778667449951,0.0030604004859924316,red,"[ {A}, {B} ] Selected index:"
red,yellow,0.014041781425476074,0.0020061731338500977,red,"[ {A}, {B} ] Selected index:"
red,purple,0.014582395553588867,0.002603888511657715,red,"[ {A}, {B} ] Selected index:"
