template,option_a,option_b,prompt,score_a,score_b
Do you prefer {A} or {B}?,Ford,Tesla,Do you prefer Ford or Tesla?,-9.15625,-0.00011754035949707031
Do you prefer {A} or {B}?,Ford,Audi,Do you prefer Ford or Audi?,-3.95703125,0.0
Do you prefer {A} or {B}?,BMW,Toyota,Do you prefer BMW or Toyota?,-1.7529296875,-0.1903076171875
Do you prefer {A} or {B}?,BMW,Honda,Do you prefer BMW or Honda?,-0.044342041015625,-3.138671875
Do you prefer {A} or {B}?,BMW,Ford,Do you prefer BMW or Ford?,-0.0039825439453125,-5.53515625
Do you prefer {A} or {B}?,BMW,Mercedes,Do you prefer BMW or Mercedes?,-0.266357421875,0.0
Do you prefer {A} or {B}?,BMW,Tesla,Do you prefer BMW or Tesla?,-8.015625,-0.0003380775451660156
Do you prefer {A} or {B}?,BMW,Audi,Do you prefer BMW or Audi?,-0.0038623809814453125,0.0
Do you prefer {A} or {B}?,Mercedes,Toyota,Do you prefer Mercedes or Toyota?,0.0,-0.05010986328125
Do you prefer {A} or {B}?,Mercedes,Honda,Do you prefer Mercedes or Honda?,0.0,-3.408203125
Do you prefer {A} or {B}?,Mercedes,Ford,Do you prefer Mercedes or Ford?,0.0,-4.57421875
Do you prefer {A} or {B}?,Mercedes,BMW,Do you prefer Mercedes or BMW?,0.0,-4.265625
Do you prefer {A} or {B}?,Mercedes,Tesla,Do you prefer Mercedes or Tesla?,0.0,-0.0018291473388671875
Do you prefer {A} or {B}?,Mercedes,Audi,Do you prefer Mercedes or Audi?,0.0,0.0
Do you prefer {A} or {B}?,Tesla,Toyota,Do you prefer Tesla or Toyota?,-0.005077362060546875,-5.28515625
Do you prefer {A} or {B}?,Tesla,Honda,Do you prefer Tesla or Honda?,-0.0001785755157470703,-8.671875
Do you prefer {A} or {B}?,Tesla,Ford,Do you prefer Tesla or Ford?,-0.0001323223114013672,-8.984375
Do you prefer {A} or {B}?,Tesla,BMW,Do you prefer Tesla or BMW?,-0.0005316734313964844,-7.546875
Do you prefer {A} or {B}?,Tesla,Mercedes,Do you prefer Tesla or Mercedes?,-0.0014982223510742188,0.0
Do you prefer {A} or {B}?,Tesla,Audi,Do you prefer Tesla or Audi?,-7.867813110351562e-06,0.0
Do you prefer {A} or {B}?,Audi,Toyota,Do you prefer Audi or Toyota?,0.0,-0.376953125
Do you prefer {A} or {B}?,Audi,Honda,Do you prefer Audi or Honda?,0.0,-3.287109375
Do you prefer {A} or {B}?,Audi,Ford,Do you prefer Audi or Ford?,0.0,-7.4375
Do you prefer {A} or {B}?,Audi,BMW,Do you prefer Audi or BMW?,0.0,-3.197265625
Do you prefer {A} or {B}?,Audi,Mercedes,Do you prefer Audi or Mercedes?,0.0,0.0
Do you prefer {A} or {B}?,Audi,Tesla,Do you prefer Audi or Tesla?,0.0,-1.4424324035644531e-05
{A} vs. {B}: What is your preference?,Toyota,Honda,Toyota vs. Honda: What is your preference?,-0.0029125213623046875,-5.84765625
{A} vs. {B}: What is your preference?,Toyota,Ford,Toyota vs. Ford: What is your preference?,-0.0038700103759765625,-5.56640625
{A} vs. {B}: What is your preference?,Toyota,BMW,Toyota vs. BMW: What is your preference?,-0.008758544921875,-4.7421875
{A} vs. {B}: What is your preference?,Toyota,Mercedes,Toyota vs. Mercedes: What is your preference?,-0.0232696533203125,0.0
{A} vs. {B}: What is your preference?,Toyota,Tesla,Toyota vs. Tesla: What is your preference?,-3.2421875,-0.03985595703125
{A} vs. {B}: What is your preference?,Toyota,Audi,Toyota vs. Audi: What is your preference?,-0.00348663330078125,0.0
{A} vs. {B}: What is your preference?,Honda,Toyota,Honda vs. Toyota: What is your preference?,-1.291015625,-0.32177734375
{A} vs. {B}: What is your preference?,Honda,Ford,Honda vs. Ford: What is your preference?,-0.11126708984375,-2.251953125
{A} vs. {B}: What is your preference?,Honda,BMW,Honda vs. BMW: What is your preference?,-0.01354217529296875,-4.30859375
{A} vs. {B}: What is your preference?,Honda,Mercedes,Honda vs. Mercedes: What is your preference?,-1.7265625,0.0
{A} vs. {B}: What is your preference?,Honda,Tesla,Honda vs. Tesla: What is your preference?,-8.328125,-0.0002551078796386719
{A} vs. {B}: What is your preference?,Honda,Audi,Honda vs. Audi: What is your preference?,-0.11285400390625,0.0
{A} vs. {B}: What is your preference?,Ford,Toyota,Ford vs. Toyota: What is your preference?,-0.273681640625,-1.4296875
{A} vs. {B}: What is your preference?,Ford,Honda,Ford vs. Honda: What is your preference?,-0.39697265625,-1.1162109375
{A} vs. {B}: What is your preference?,Ford,BMW,Ford vs. BMW: What is your preference?,-0.070068359375,-2.6953125
{A} vs. {B}: What is your preference?,Ford,Mercedes,Ford vs. Mercedes: What is your preference?,-0.2071533203125,0.0
{A} vs. {B}: What is your preference?,Ford,Tesla,Ford vs. Tesla: What is your preference?,-5.83203125,-0.0029697418212890625
{A} vs. {B}: What is your preference?,Ford,Audi,Ford vs. Audi: What is your preference?,-0.04571533203125,0.0
{A} vs. {B}: What is your preference?,BMW,Toyota,BMW vs. Toyota: What is your preference?,-0.29296875,-1.37109375
{A} vs. {B}: What is your preference?,BMW,Honda,BMW vs. Honda: What is your preference?,-0.0293121337890625,-3.544921875
{A} vs. {B}: What is your preference?,BMW,Ford,BMW vs. Ford: What is your preference?,-0.01419830322265625,-4.265625
{A} vs. {B}: What is your preference?,BMW,Mercedes,BMW vs. Mercedes: What is your preference?,-0.07110595703125,0.0
{A} vs. {B}: What is your preference?,BMW,Tesla,BMW vs. Tesla: What is your preference?,-7.0,-0.0009284019470214844
{A} vs. {B}: What is your preference?,BMW,Audi,BMW vs. Audi: What is your preference?,-0.005954742431640625,-1.1920928955078125e-07
{A} vs. {B}: What is your preference?,Mercedes,Toyota,Mercedes vs. Toyota: What is your preference?,0.0,-1.13671875
{A} vs. {B}: What is your preference?,Mercedes,Honda,Mercedes vs. Honda: What is your preference?,0.0,-7.984375
{A} vs. {B}: What is your preference?,Mercedes,Ford,Mercedes vs. Ford: What is your preference?,0.0,-4.54296875
{A} vs. {B}: What is your preference?,Mercedes,BMW,Mercedes vs. BMW: What is your preference?,0.0,-5.61328125
{A} vs. {B}: What is your preference?,Mercedes,Tesla,Mercedes vs. Tesla: What is your preference?,0.0,-0.0045928955078125
{A} vs. {B}: What is your preference?,Mercedes,Audi,Mercedes vs. Audi: What is your preference?,0.0,-1.1920928955078125e-07
{A} vs. {B}: What is your preference?,Tesla,Toyota,Tesla vs. Toyota: What is your preference?,-0.0003542900085449219,-7.953125
{A} vs. {B}: What is your preference?,Tesla,Honda,Tesla vs. Honda: What is your preference?,-9.5367431640625e-06,-12.203125
{A} vs. {B}: What is your preference?,Tesla,Ford,Tesla vs. Ford: What is your preference?,-3.135204315185547e-05,-10.515625
{A} vs. {B}: What is your preference?,Tesla,BMW,Tesla vs. BMW: What is your preference?,-4.863739013671875e-05,-10.0
{A} vs. {B}: What is your preference?,Tesla,Mercedes,Tesla vs. Mercedes: What is your preference?,-0.00016546249389648438,-1.1920928955078125e-07
{A} vs. {B}: What is your preference?,Tesla,Audi,Tesla vs. Audi: What is your preference?,-3.337860107421875e-06,-2.384185791015625e-07
{A} vs. {B}: What is your preference?,Audi,Toyota,Audi vs. Toyota: What is your preference?,0.0,-2.958984375
{A} vs. {B}: What is your preference?,Audi,Honda,Audi vs. Honda: What is your preference?,0.0,-6.53125
{A} vs. {B}: What is your preference?,Audi,Ford,Audi vs. Ford: What is your preference?,0.0,-6.6875
{A} vs. {B}: What is your preference?,Audi,BMW,Audi vs. BMW: What is your preference?,0.0,-3.529296875
{A} vs. {B}: What is your preference?,Audi,Mercedes,Audi vs. Mercedes: What is your preference?,0.0,0.0
{A} vs. {B}: What is your preference?,Audi,Tesla,Audi vs. Tesla: What is your preference?,0.0,-3.6716461181640625e-05
Which option do you prefer: {A} or {B}?,Toyota,Honda,Which option do you prefer: Toyota or Honda?,-0.0006961822509765625,-7.28125
Which option do you prefer: {A} or {B}?,Toyota,Ford,Which option do you prefer: Toyota or Ford?,-0.00011861324310302734,-9.171875
Which option do you prefer: {A} or {B}?,Toyota,BMW,Which option do you prefer: Toyota or BMW?,-0.0863037109375,-2.4921875
Which option do you prefer: {A} or {B}?,Toyota,Mercedes,Which option do you prefer: Toyota or Mercedes?,-0.251953125,0.0
Which option do you prefer: {A} or {B}?,Toyota,Tesla,Which option do you prefer: Toyota or Tesla?,-5.22265625,-0.005405426025390625
Which option do you prefer: {A} or {B}?,Toyota,Audi,Which option do you prefer: Toyota or Audi?,-0.126953125,0.0
Which option do you prefer: {A} or {B}?,Honda,Toyota,Which option do you prefer: Honda or Toyota?,-5.0078125,-0.00672149658203125
Which option do you prefer: {A} or {B}?,Honda,Ford,Which option do you prefer: Honda or Ford?,-0.0721435546875,-2.666015625
Which option do you prefer: {A} or {B}?,Honda,BMW,Which option do you prefer: Honda or BMW?,-2.75390625,-0.06585693359375
Which option do you prefer: {A} or {B}?,Honda,Mercedes,Which option do you prefer: Honda or Mercedes?,-5.16015625,0.0
Which option do you prefer: {A} or {B}?,Honda,Tesla,Which option do you prefer: Honda or Tesla?,-10.421875,-3.6597251892089844e-05
Which option do you prefer: {A} or {B}?,Honda,Audi,Which option do you prefer: Honda or Audi?,-6.46875,0.0
Which option do you prefer: {A} or {B}?,Ford,Toyota,Which option do you prefer: Ford or Toyota?,-4.7578125,-0.00862884521484375
Which option do you prefer: {A} or {B}?,Ford,Honda,Which option do you prefer: Ford or Honda?,-2.044921875,-0.138671875
Which option do you prefer: {A} or {B}?,Ford,BMW,Which option do you prefer: Ford or BMW?,-3.2890625,-0.0380859375
Which option do you prefer: {A} or {B}?,Ford,Mercedes,Which option do you prefer: Ford or Mercedes?,-4.171875,0.0
Which option do you prefer: {A} or {B}?,Ford,Tesla,Which option do you prefer: Ford or Tesla?,-10.609375,-3.159046173095703e-05
Which option do you prefer: {A} or {B}?,Ford,Audi,Which option do you prefer: Ford or Audi?,-4.9453125,0.0
Which option do you prefer: {A} or {B}?,BMW,Toyota,Which option do you prefer: BMW or Toyota?,-0.935546875,-0.498046875
Which option do you prefer: {A} or {B}?,BMW,Honda,Which option do you prefer: BMW or Honda?,-0.00946807861328125,-4.6640625
Which option do you prefer: {A} or {B}?,BMW,Ford,Which option do you prefer: BMW or Ford?,-0.0007381439208984375,-7.234375
Which option do you prefer: {A} or {B}?,BMW,Mercedes,Which option do you prefer: BMW or Mercedes?,-0.1129150390625,0.0
Which option do you prefer: {A} or {B}?,BMW,Tesla,Which option do you prefer: BMW or Tesla?,-9.0,-0.00012826919555664062
Which option do you prefer: {A} or {B}?,BMW,Audi,Which option do you prefer: BMW or Audi?,-0.0010166168212890625,0.0
Which option do you prefer: {A} or {B}?,Mercedes,Toyota,Which option do you prefer: Mercedes or Toyota?,0.0,-0.1385498046875
Which option do you prefer: {A} or {B}?,Mercedes,Honda,Which option do you prefer: Mercedes or Honda?,0.0,-3.7734375
Which option do you prefer: {A} or {B}?,Mercedes,Ford,Which option do you prefer: Mercedes or Ford?,0.0,-5.31640625
Which option do you prefer: {A} or {B}?,Mercedes,BMW,Which option do you prefer: Mercedes or BMW?,0.0,-5.91015625
Which option do you prefer: {A} or {B}?,Mercedes,Tesla,Which option do you prefer: Mercedes or Tesla?,0.0,-0.0008940696716308594
Which option do you prefer: {A} or {B}?,Mercedes,Audi,Which option do you prefer: Mercedes or Audi?,0.0,0.0
Which option do you prefer: {A} or {B}?,Tesla,Toyota,Which option do you prefer: Tesla or Toyota?,-0.0006289482116699219,-7.375
Which option do you prefer: {A} or {B}?,Tesla,Honda,Which option do you prefer: Tesla or Honda?,-1.7881393432617188e-05,-11.25
Which option do you prefer: {A} or {B}?,Tesla,Ford,Which option do you prefer: Tesla or Ford?,-1.5139579772949219e-05,-11.421875
Which option do you prefer: {A} or {B}?,Tesla,BMW,Which option do you prefer: Tesla or BMW?,-3.0040740966796875e-05,-10.5
Which option do you prefer: {A} or {B}?,Tesla,Mercedes,Which option do you prefer: Tesla or Mercedes?,-0.00025773048400878906,0.0
Which option do you prefer: {A} or {B}?,Tesla,Audi,Which option do you prefer: Tesla or Audi?,-2.5033950805664062e-06,0.0
Which option do you prefer: {A} or {B}?,Audi,Toyota,Which option do you prefer: Audi or Toyota?,0.0,-1.4541015625
Which option do you prefer: {A} or {B}?,Audi,Honda,Which option do you prefer: Audi or Honda?,0.0,-5.25390625
Which option do you prefer: {A} or {B}?,Audi,Ford,Which option do you prefer: Audi or Ford?,0.0,-9.5
Which option do you prefer: {A} or {B}?,Audi,BMW,Which option do you prefer: Audi or BMW?,0.0,-3.7734375
Which option do you prefer: {A} or {B}?,Audi,Mercedes,Which option do you prefer: Audi or Mercedes?,0.0,0.0
Which option do you prefer: {A} or {B}?,Audi,Tesla,Which option do you prefer: Audi or Tesla?,0.0,-6.556510925292969e-06
"Between {A} and {B}, which do you favor?",Toyota,Honda,"Between Toyota and Honda, which do you favor?",-0.0040283203125,-5.51953125
"Between {A} and {B}, which do you favor?",Toyota,Ford,"Between Toyota and Ford, which do you favor?",-0.0022869110107421875,-6.09765625
"Between {A} and {B}, which do you favor?",Toyota,BMW,"Between Toyota and BMW, which do you favor?",-0.0155487060546875,-4.171875
"Between {A} and {B}, which do you favor?",Toyota,Mercedes,"Between Toyota and Mercedes, which do you favor?",-0.03070068359375,0.0
"Between {A} and {B}, which do you favor?",Toyota,Tesla,"Between Toyota and Tesla, which do you favor?",-2.435546875,-0.0916748046875
"Between {A} and {B}, which do you favor?",Toyota,Audi,"Between Toyota and Audi, which do you favor?",-0.0017976760864257812,0.0
"Between {A} and {B}, which do you favor?",Honda,Toyota,"Between Honda and Toyota, which do you favor?",-3.138671875,-0.044342041015625
"Between {A} and {B}, which do you favor?",Honda,Ford,"Between Honda and Ford, which do you favor?",-0.0814208984375,-2.55078125
"Between {A} and {B}, which do you favor?",Honda,BMW,"Between Honda and BMW, which do you favor?",-0.304931640625,-1.3359375
"Between {A} and {B}, which do you favor?",Honda,Mercedes,"Between Honda and Mercedes, which do you favor?",-1.3134765625,0.0
"Between {A} and {B}, which do you favor?",Honda,Tesla,"Between Honda and Tesla, which do you favor?",-7.640625,-0.000492095947265625
"Between {A} and {B}, which do you favor?",Honda,Audi,"Between Honda and Audi, which do you favor?",-0.2254638671875,0.0
"Between {A} and {B}, which do you favor?",Ford,Toyota,"Between Ford and Toyota, which do you favor?",-4.140625,-0.0160675048828125
"Between {A} and {B}, which do you favor?",Ford,Honda,"Between Ford and Honda, which do you favor?",-3.138671875,-0.044403076171875
"Between {A} and {B}, which do you favor?",Ford,BMW,"Between Ford and BMW, which do you favor?",-1.9365234375,-0.15576171875
"Between {A} and {B}, which do you favor?",Ford,Mercedes,"Between Ford and Mercedes, which do you favor?",-2.900390625,0.0
"Between {A} and {B}, which do you favor?",Ford,Tesla,"Between Ford and Tesla, which do you favor?",-7.953125,-0.0003662109375
"Between {A} and {B}, which do you favor?",Ford,Audi,"Between Ford and Audi, which do you favor?",-2.208984375,0.0
"Between {A} and {B}, which do you favor?",BMW,Toyota,"Between BMW and Toyota, which do you favor?",-1.9365234375,-0.1556396484375
"Between {A} and {B}, which do you favor?",BMW,Honda,"Between BMW and Honda, which do you favor?",-0.1649169921875,-1.8837890625
"Between {A} and {B}, which do you favor?",BMW,Ford,"Between BMW and Ford, which do you favor?",-0.0284576416015625,-3.576171875
"Between {A} and {B}, which do you favor?",BMW,Mercedes,"Between BMW and Mercedes, which do you favor?",-0.21923828125,0.0
"Between {A} and {B}, which do you favor?",BMW,Tesla,"Between BMW and Tesla, which do you favor?",-7.265625,-0.0007090568542480469
"Between {A} and {B}, which do you favor?",BMW,Audi,"Between BMW and Audi, which do you favor?",-0.0069580078125,0.0
"Between {A} and {B}, which do you favor?",Mercedes,Toyota,"Between Mercedes and Toyota, which do you favor?",0.0,-0.213134765625
"Between {A} and {B}, which do you favor?",Mercedes,Honda,"Between Mercedes and Honda, which do you favor?",0.0,-5.97265625
"Between {A} and {B}, which do you favor?",Mercedes,Ford,"Between Mercedes and Ford, which do you favor?",0.0,-3.98828125
"Between {A} and {B}, which do you favor?",Mercedes,BMW,"Between Mercedes and BMW, which do you favor?",0.0,-5.47265625
"Between {A} and {B}, which do you favor?",Mercedes,Tesla,"Between Mercedes and Tesla, which do you favor?",0.0,-0.0052642822265625
"Between {A} and {B}, which do you favor?",Mercedes,Audi,"Between Mercedes and Audi, which do you favor?",0.0,0.0
"Between {A} and {B}, which do you favor?",Tesla,Toyota,"Between Tesla and Toyota, which do you favor?",-0.006313323974609375,-5.0703125
"Between {A} and {B}, which do you favor?",Tesla,Honda,"Between Tesla and Honda, which do you favor?",-0.00037097930908203125,-7.921875
"Between {A} and {B}, which do you favor?",Tesla,Ford,"Between Tesla and Ford, which do you favor?",-0.0005364418029785156,-7.546875
"Between {A} and {B}, which do you favor?",Tesla,BMW,"Between Tesla and BMW, which do you favor?",-0.0008482933044433594,-7.078125
"Between {A} and {B}, which do you favor?",Tesla,Mercedes,"Between Tesla and Mercedes, which do you favor?",-0.002117156982421875,0.0
"Between {A} and {B}, which do you favor?",Tesla,Audi,"Between Tesla and Audi, which do you favor?",-7.987022399902344e-06,0.0
"Between {A} and {B}, which do you favor?",Audi,Toyota,"Between Audi and Toyota, which do you favor?",0.0,-0.056640625
"Between {A} and {B}, which do you favor?",Audi,Honda,"Between Audi and Honda, which do you favor?",0.0,-0.826171875
"Between {A} and {B}, which do you favor?",Audi,Ford,"Between Audi and Ford, which do you favor?",0.0,-3.98828125
"Between {A} and {B}, which do you favor?",Audi,BMW,"Between Audi and BMW, which do you favor?",0.0,-1.8837890625
"Between {A} and {B}, which do you favor?",Audi,Mercedes,"Between Audi and Mercedes, which do you favor?",0.0,0.0
"Between {A} and {B}, which do you favor?",Audi,Tesla,"Between Audi and Tesla, which do you favor?",0.0,-1.0728836059570312e-05
{A} or {B}?,Toyota,Honda,Toyota or Honda?,-0.0012922286987304688,-6.65625
{A} or {B}?,Toyota,Ford,Toyota or Ford?,-0.001888275146484375,-6.28125
{A} or {B}?,Toyota,BMW,Toyota or BMW?,-0.005077362060546875,-5.28515625
{A} or {B}?,Toyota,Mercedes,Toyota or Mercedes?,-0.018157958984375,0.0
{A} or {B}?,Toyota,Tesla,Toyota or Tesla?,-3.228515625,-0.04046630859375
{A} or {B}?,Toyota,Audi,Toyota or Audi?,-0.00034546852111816406,0.0
{A} or {B}?,Honda,Toyota,Honda or Toyota?,-3.34765625,-0.035797119140625
{A} or {B}?,Honda,Ford,Honda or Ford?,-0.060150146484375,-2.841796875
{A} or {B}?,Honda,BMW,Honda or BMW?,-0.07208251953125,-2.666015625
{A} or {B}?,Honda,Mercedes,Honda or Mercedes?,-0.8798828125,0.0
{A} or {B}?,Honda,Tesla,Honda or Tesla?,-8.71875,-0.00017058849334716797
{A} or {B}?,Honda,Audi,Honda or Audi?,-0.10638427734375,0.0
{A} or {B}?,Ford,Toyota,Ford or Toyota?,-1.857421875,-0.1697998046875
{A} or {B}?,Ford,Honda,Ford or Honda?,-0.348388671875,-1.2236328125
{A} or {B}?,Ford,BMW,Ford or BMW?,-0.0972900390625,-2.37890625
{A} or {B}?,Ford,Mercedes,Ford or Mercedes?,-0.7744140625,0.0
{A} or {B}?,Ford,Tesla,Ford or Tesla?,-7.5625,-0.0005311965942382812
{A} or {B}?,Ford,Audi,Ford or Audi?,-0.1602783203125,0.0
{A} or {B}?,BMW,Toyota,BMW or Toyota?,-0.251953125,-1.501953125
{A} or {B}?,BMW,Honda,BMW or Honda?,-0.006313323974609375,-5.0703125
{A} or {B}?,BMW,Ford,BMW or Ford?,-0.0015106201171875,-6.5
{A} or {B}?,BMW,Mercedes,BMW or Mercedes?,-0.03369140625,0.0
{A} or {B}?,BMW,Tesla,BMW or Tesla?,-7.109375,-0.0008273124694824219
{A} or {B}?,BMW,Audi,BMW or Audi?,-0.00042629241943359375,-1.1920928955078125e-07
{A} or {B}?,Mercedes,Toyota,Mercedes or Toyota?,0.0,-1.013671875
{A} or {B}?,Mercedes,Honda,Mercedes or Honda?,0.0,-6.375
{A} or {B}?,Mercedes,Ford,Mercedes or Ford?,0.0,-6.25
{A} or {B}?,Mercedes,BMW,Mercedes or BMW?,0.0,-7.1875
{A} or {B}?,Mercedes,Tesla,Mercedes or Tesla?,0.0,-0.005767822265625
{A} or {B}?,Mercedes,Audi,Mercedes or Audi?,0.0,0.0
{A} or {B}?,Tesla,Toyota,Tesla or Toyota?,-0.00015556812286376953,-8.78125
{A} or {B}?,Tesla,Honda,Tesla or Honda?,-7.748603820800781e-06,-12.109375
{A} or {B}?,Tesla,Ford,Tesla or Ford?,-1.33514404296875e-05,-11.390625
{A} or {B}?,Tesla,BMW,Tesla or BMW?,-6.556510925292969e-06,-12.125
{A} or {B}?,Tesla,Mercedes,Tesla or Mercedes?,-4.00543212890625e-05,-1.1920928955078125e-07
{A} or {B}?,Tesla,Audi,Tesla or Audi?,-1.0728836059570312e-06,0.0
{A} or {B}?,Audi,Toyota,Audi or Toyota?,0.0,-0.11627197265625
{A} or {B}?,Audi,Honda,Audi or Honda?,0.0,-2.841796875
