,template,option_a,option_b,prompt,score_a,score_b
99,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Burger,Salad,"You have two options:
Option 1 - Burger
Option 2 - Salad
What is your preference?
Answer: ",-0.07208251953125,-2.666015625
100,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Burger,Steak,"You have two options:
Option 1 - Burger
Option 2 - Steak
What is your preference?
Answer: ",-0.08892822265625,-2.46484375
101,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Burger,Tacos,"You have two options:
Option 1 - Burger
Option 2 - Tacos
What is your preference?
Answer: ",-0.0765380859375,-2.607421875
102,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Pasta,Pizza,"You have two options:
Option 1 - Pasta
Option 2 - Pizza
What is your preference?
Answer: ",-0.05322265625,-2.958984375
103,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Pasta,Sushi,"You have two options:
Option 1 - Pasta
Option 2 - Sushi
What is your preference?
Answer: ",-0.048583984375,-3.048828125
104,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Pasta,Burger,"You have two options:
Option 1 - Pasta
Option 2 - Burger
What is your preference?
Answer: ",-0.126953125,-2.126953125
105,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Pasta,Salad,"You have two options:
Option 1 - Pasta
Option 2 - Salad
What is your preference?
Answer: ",-0.029754638671875,-3.529296875
106,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Pasta,Steak,"You have two options:
Option 1 - Pasta
Option 2 - Steak
What is your preference?
Answer: ",-0.1346435546875,-2.072265625
107,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Pasta,Tacos,"You have two options:
Option 1 - Pasta
Option 2 - Tacos
What is your preference?
Answer: ",-0.41796875,-1.07421875
108,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Salad,Pizza,"You have two options:
Option 1 - Salad
Option 2 - Pizza
What is your preference?
Answer: ",-0.5107421875,-0.9169921875
109,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Salad,Sushi,"You have two options:
Option 1 - Salad
Option 2 - Sushi
What is your preference?
Answer: ",-0.84375,-0.5625
110,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Salad,Burger,"You have two options:
Option 1 - Salad
Option 2 - Burger
What is your preference?
Answer: ",-0.498046875,-0.935546875
111,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Salad,Pasta,"You have two options:
Option 1 - Salad
Option 2 - Pasta
What is your preference?
Answer: ",-0.201416015625,-1.701171875
112,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Salad,Steak,"You have two options:
Option 1 - Salad
Option 2 - Steak
What is your preference?
Answer: ",-0.677734375,-0.708984375
113,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Salad,Tacos,"You have two options:
Option 1 - Salad
Option 2 - Tacos
What is your preference?
Answer: ",-2.75390625,-0.06585693359375
114,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Steak,Pizza,"You have two options:
Option 1 - Steak
Option 2 - Pizza
What is your preference?
Answer: ",-0.0017023086547851562,-6.375
115,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Steak,Sushi,"You have two options:
Option 1 - Steak
Option 2 - Sushi
What is your preference?
Answer: ",-0.010711669921875,-4.54296875
116,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Steak,Burger,"You have two options:
Option 1 - Steak
Option 2 - Burger
What is your preference?
Answer: ",-0.01506805419921875,-4.203125
117,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Steak,Pasta,"You have two options:
Option 1 - Steak
Option 2 - Pasta
What is your preference?
Answer: ",-0.00434112548828125,-5.44140625
118,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Steak,Salad,"You have two options:
Option 1 - Steak
Option 2 - Salad
What is your preference?
Answer: ",-0.0005884170532226562,-7.4375
119,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Steak,Tacos,"You have two options:
Option 1 - Steak
Option 2 - Tacos
What is your preference?
Answer: ",-0.044342041015625,-3.138671875
