player_1,player_2,winner,template
red,green,red,"Dataset: {A}, {B}. Filtered:"
red,yellow,red,"Dataset: {A}, {B}. Filtered:"
red,purple,red,"Dataset: {A}, {B}. Filtered:"
blue,red,blue,"Dataset: {A}, {B}. Filtered:"
blue,green,blue,"Dataset: {A}, {B}. Filtered:"
blue,yellow,blue,"Dataset: {A}, {B}. Filtered:"
blue,purple,blue,"Dataset: {A}, {B}. Filtered:"
green,red,green,"Dataset: {A}, {B}. Filtered:"
green,blue,green,"Dataset: {A}, {B}. Filtered:"
green,yellow,green,"Dataset: {A}, {B}. Filtered:"
green,purple,green,"Dataset: {A}, {B}. Filtered:"
yellow,red,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,blue,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,green,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,purple,yellow,"Dataset: {A}, {B}. Filtered:"
purple,red,purple,"Dataset: {A}, {B}. Filtered:"
purple,blue,purple,"Dataset: {A}, {B}. Filtered:"
purple,green,purple,"Dataset: {A}, {B}. Filtered:"
purple,yellow,purple,"Dataset: {A}, {B}. Filtered:"
red,blue,red,"[ {A}, {B} ] Selected index:"
red,green,red,"[ {A}, {B} ] Selected index:"
red,yellow,red,"[ {A}, {B} ] Selected index:"
red,purple,red,"[ {A}, {B} ] Selected index:"
blue,red,blue,"[ {A}, {B} ] Selected index:"
blue,green,blue,"[ {A}, {B} ] Selected index:"
blue,yellow,blue,"[ {A}, {B} ] Selected index:"
blue,purple,blue,"[ {A}, {B} ] Selected index:"
green,red,green,"[ {A}, {B} ] Selected index:"
green,blue,green,"[ {A}, {B} ] Selected index:"
green,yellow,green,"[ {A}, {B} ] Selected index:"
green,purple,green,"[ {A}, {B} ] Selected index:"
yellow,red,yellow,"[ {A}, {B} ] Selected index:"
yellow,blue,yellow,"[ {A}, {B} ] Selected index:"
yellow,green,yellow,"[ {A}, {B} ] Selected index:"
yellow,purple,yellow,"[ {A}, {B} ] Selected index:"
purple,red,purple,"[ {A}, {B} ] Selected index:"
purple,blue,purple,"[ {A}, {B} ] Selected index:"
purple,green,purple,"[ {A}, {B} ] Selected index:"
purple,yellow,purple,"[ {A}, {B} ] Selected index:"
red,blue,red,"List: {A}, {B}. Top item:"
red,green,red,"List: {A}, {B}. Top item:"
red,yellow,red,"List: {A}, {B}. Top item:"
red,purple,red,"List: {A}, {B}. Top item:"
blue,red,blue,"List: {A}, {B}. Top item:"
blue,green,blue,"List: {A}, {B}. Top item:"
blue,yellow,blue,"List: {A}, {B}. Top item:"
blue,purple,blue,"List: {A}, {B}. Top item:"
green,red,green,"List: {A}, {B}. Top item:"
green,blue,green,"List: {A}, {B}. Top item:"
green,yellow,green,"List: {A}, {B}. Top item:"
green,purple,green,"List: {A}, {B}. Top item:"
yellow,red,yellow,"List: {A}, {B}. Top item:"
yellow,blue,yellow,"List: {A}, {B}. Top item:"
yellow,green,yellow,"List: {A}, {B}. Top item:"
yellow,purple,yellow,"List: {A}, {B}. Top item:"
purple,red,purple,"List: {A}, {B}. Top item:"
purple,blue,purple,"List: {A}, {B}. Top item:"
purple,green,purple,"List: {A}, {B}. Top item:"
purple,yellow,purple,"List: {A}, {B}. Top item:"
red,blue,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,yellow,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,red,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,green,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,yellow,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,red,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,blue,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,yellow,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,red,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,blue,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,green,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,purple,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,red,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,blue,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,green,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,yellow,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,blue,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,green,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,yellow,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,purple,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,red,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,green,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,yellow,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,purple,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,red,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,blue,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,yellow,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,purple,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,red,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,blue,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,green,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,purple,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,red,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,blue,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,green,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,yellow,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,blue,red,Log: User viewed {A} and {B}. User chose:
red,green,red,Log: User viewed {A} and {B}. User chose:
red,yellow,red,Log: User viewed {A} and {B}. User chose:
red,purple,red,Log: User viewed {A} and {B}. User chose:
blue,red,blue,Log: User viewed {A} and {B}. User chose:
blue,green,blue,Log: User viewed {A} and {B}. User chose:
blue,yellow,blue,Log: User viewed {A} and {B}. User chose:
blue,purple,blue,Log: User viewed {A} and {B}. User chose:
green,red,green,Log: User viewed {A} and {B}. User chose:
green,blue,green,Log: User viewed {A} and {B}. User chose:
green,yellow,green,Log: User viewed {A} and {B}. User chose:
green,purple,green,Log: User viewed {A} and {B}. User chose:
yellow,red,yellow,Log: User viewed {A} and {B}. User chose:
yellow,blue,yellow,Log: User viewed {A} and {B}. User chose:
yellow,green,yellow,Log: User viewed {A} and {B}. User chose:
yellow,purple,yellow,Log: User viewed {A} and {B}. User chose:
purple,red,purple,Log: User viewed {A} and {B}. User chose:
purple,blue,purple,Log: User viewed {A} and {B}. User chose:
purple,green,purple,Log: User viewed {A} and {B}. User chose:
purple,yellow,purple,Log: User viewed {A} and {B}. User chose:
red,blue,red,"Complete the code: const options = ['{A}', '{B}']; const selected ="
red,green,red,"Complete the code: const options = ['{A}', '{B}']; const selected ="
red,yellow,red,"Complete the code: const options = ['{A}', '{B}']; const selected ="
red,purple,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
blue,red,red,"Complete the code: const options = ['{A}', '{B}']; const selected ="
blue,green,green,"Complete the code: const options = ['{A}', '{B}']; const selected ="
blue,yellow,yellow,"Complete the code: const options = ['{A}', '{B}']; const selected ="
blue,purple,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
green,red,green,"Complete the code: const options = ['{A}', '{B}']; const selected ="
green,blue,green,"Complete the code: const options = ['{A}', '{B}']; const selected ="
green,yellow,green,"Complete the code: const options = ['{A}', '{B}']; const selected ="
green,purple,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
yellow,red,yellow,"Complete the code: const options = ['{A}', '{B}']; const selected ="
yellow,blue,yellow,"Complete the code: const options = ['{A}', '{B}']; const selected ="
yellow,green,yellow,"Complete the code: const options = ['{A}', '{B}']; const selected ="
yellow,purple,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
purple,red,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
purple,blue,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
purple,green,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
purple,yellow,purple,"Complete the code: const options = ['{A}', '{B}']; const selected ="
red,blue,red,Complete the code: if (choice == '{A}' || choice == '{B}') return
red,green,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
red,yellow,red,Complete the code: if (choice == '{A}' || choice == '{B}') return
red,purple,red,Complete the code: if (choice == '{A}' || choice == '{B}') return
blue,red,blue,Complete the code: if (choice == '{A}' || choice == '{B}') return
blue,green,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
blue,yellow,blue,Complete the code: if (choice == '{A}' || choice == '{B}') return
blue,purple,blue,Complete the code: if (choice == '{A}' || choice == '{B}') return
green,red,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
green,blue,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
green,yellow,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
green,purple,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
yellow,red,yellow,Complete the code: if (choice == '{A}' || choice == '{B}') return
yellow,blue,yellow,Complete the code: if (choice == '{A}' || choice == '{B}') return
yellow,green,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
yellow,purple,yellow,Complete the code: if (choice == '{A}' || choice == '{B}') return
purple,red,purple,Complete the code: if (choice == '{A}' || choice == '{B}') return
purple,blue,purple,Complete the code: if (choice == '{A}' || choice == '{B}') return
purple,green,green,Complete the code: if (choice == '{A}' || choice == '{B}') return
purple,yellow,purple,Complete the code: if (choice == '{A}' || choice == '{B}') return
red,blue,red,"Complete the code: >>> select('{A}', '{B}')
"
red,green,green,"Complete the code: >>> select('{A}', '{B}')
"
red,yellow,yellow,"Complete the code: >>> select('{A}', '{B}')
"
red,purple,purple,"Complete the code: >>> select('{A}', '{B}')
"
blue,red,blue,"Complete the code: >>> select('{A}', '{B}')
"
blue,green,green,"Complete the code: >>> select('{A}', '{B}')
"
blue,yellow,yellow,"Complete the code: >>> select('{A}', '{B}')
"
blue,purple,purple,"Complete the code: >>> select('{A}', '{B}')
"
green,red,green,"Complete the code: >>> select('{A}', '{B}')
"
green,blue,green,"Complete the code: >>> select('{A}', '{B}')
"
green,yellow,green,"Complete the code: >>> select('{A}', '{B}')
"
green,purple,green,"Complete the code: >>> select('{A}', '{B}')
"
yellow,red,yellow,"Complete the code: >>> select('{A}', '{B}')
"
yellow,blue,yellow,"Complete the code: >>> select('{A}', '{B}')
"
yellow,green,green,"Complete the code: >>> select('{A}', '{B}')
"
yellow,purple,yellow,"Complete the code: >>> select('{A}', '{B}')
"
purple,red,purple,"Complete the code: >>> select('{A}', '{B}')
"
purple,blue,purple,"Complete the code: >>> select('{A}', '{B}')
"
purple,green,purple,"Complete the code: >>> select('{A}', '{B}')
"
purple,yellow,purple,"Complete the code: >>> select('{A}', '{B}')
"
red,blue,red,Complete the code: switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
red,green,green,Complete the code: switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
red,yellow,yellow,Complete the code: switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
red,purple,purple,Complete the code: switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
blue,red,blue,Complete the code: switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
blue,green,green,Complete the code: switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
blue,yellow,yellow,Complete the code: switch(color) {{ case '{A}': ...; case '{B}': ...; }} picked:
